,HP Category_x,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,HP Category_y,u.CAGI_3mths,d.CAGI_3mths,u.IR_3mths,d.IR_3mths,u.NonIR_3mths,d.NonIR_3mths,u.CAGI_6mths,d.CAGI_6mths,u.IR_6mths,d.IR_6mths,u.NonIR_6mths,d.NonIR_6mths
594,250 hp,2010,7,14.0,784202.0,4.0,264602.0,10.0,519600.0,250 hp,12.666666666666666,750226.6666666666,5.333333333333333,427688.0,7.333333333333333,322538.6666666667,13.333333333333334,796872.6666666666,3.3333333333333335,263977.0,10.0,532895.6666666666
595,250 hp,2010,8,24.0,1451246.0,18.0,978662.0,6.0,472584.0,250 hp,17.333333333333332,1006550.0,8.0,470844.6666666667,9.333333333333334,535705.3333333334,14.666666666666666,884723.6666666666,6.333333333333333,427087.3333333333,8.333333333333334,457636.3333333333
596,250 hp,2010,9,24.0,1436644.0,6.0,428110.0,18.0,1008534.0,250 hp,20.666666666666668,1224030.6666666667,9.333333333333334,557124.6666666666,11.333333333333334,666906.0,16.0,970141.0,6.666666666666667,448306.0,9.333333333333334,521835.0
597,250 hp,2010,10,36.0,2294710.0,6.0,401894.0,30.0,1892816.0,250 hp,28.0,1727533.3333333333,10.0,602888.6666666666,18.0,1124644.6666666667,20.333333333333332,1238880.0,7.666666666666667,515288.3333333333,12.666666666666666,723591.6666666666
598,250 hp,2010,11,20.0,1357052.0,10.0,778838.0,10.0,578214.0,250 hp,26.666666666666668,1696135.3333333333,7.333333333333333,536280.6666666666,19.333333333333332,1159854.6666666667,22.0,1351342.6666666667,7.666666666666667,503562.6666666667,14.333333333333334,847780.0
599,250 hp,2010,12,22.0,1611720.0,8.0,746994.0,14.0,864726.0,250 hp,26.0,1754494.0,8.0,642575.3333333334,18.0,1111918.6666666667,23.333333333333332,1489262.3333333333,8.666666666666666,599850.0,14.666666666666666,889412.3333333334
600,250 hp,2011,1,20.0,1321278.0,2.0,184548.0,18.0,1136730.0,250 hp,20.666666666666668,1430016.6666666667,6.666666666666667,570126.6666666666,14.0,859890.0,24.333333333333332,1578775.0,8.333333333333334,586507.6666666666,16.0,992267.3333333334
601,250 hp,2011,2,18.0,1081254.0,4.0,253980.0,14.0,827274.0,250 hp,20.0,1338084.0,4.666666666666667,395174.0,15.333333333333334,942910.0,23.333333333333332,1517109.6666666667,6.0,465727.3333333333,17.333333333333332,1051382.3333333333
602,250 hp,2011,3,26.0,1751052.0,4.0,360340.0,22.0,1390712.0,250 hp,21.333333333333332,1384528.0,3.3333333333333335,266289.3333333333,18.0,1118238.6666666667,23.666666666666668,1569511.0,5.666666666666667,454432.3333333333,18.0,1115078.6666666667
603,250 hp,2011,4,30.0,1938756.0,4.0,258840.0,26.0,1679916.0,250 hp,24.666666666666668,1590354.0,4.0,291053.3333333333,20.666666666666668,1299300.6666666667,22.666666666666668,1510185.3333333333,5.333333333333333,430590.0,17.333333333333332,1079595.3333333333
604,250 hp,2011,5,30.0,1938756.0,10.0,707448.0,20.0,1231308.0,250 hp,28.666666666666668,1876188.0,6.0,442209.3333333333,22.666666666666668,1433978.6666666667,24.333333333333332,1607136.0,5.333333333333333,418691.6666666667,19.0,1188444.3333333333
605,250 hp,2011,6,30.0,1938756.0,6.0,479822.0,24.0,1458934.0,250 hp,30.0,1938756.0,6.666666666666667,482036.6666666667,23.333333333333332,1456719.3333333333,25.666666666666668,1661642.0,5.0,374163.0,20.666666666666668,1287479.0
606,250 hp,2011,7,46.0,2870990.0,22.0,1448066.0,24.0,1422924.0,250 hp,35.333333333333336,2249500.6666666665,12.666666666666666,878445.3333333334,22.666666666666668,1371055.3333333333,30.0,1919927.3333333333,8.333333333333334,584749.3333333334,21.666666666666668,1335178.0
607,250 hp,2011,8,30.0,1998068.0,4.0,313278.0,26.0,1684790.0,250 hp,35.333333333333336,2269271.3333333335,10.666666666666666,747055.3333333334,24.666666666666668,1522216.0,32.0,2072729.6666666667,8.333333333333334,594632.3333333334,23.666666666666668,1478097.3333333333
608,250 hp,2011,9,38.0,2552496.0,6.0,447310.0,32.0,2105186.0,250 hp,38.0,2473851.3333333335,10.666666666666666,736218.0,27.333333333333332,1737633.3333333333,34.0,2206303.6666666665,8.666666666666666,609127.3333333334,25.333333333333332,1597176.3333333333
609,250 hp,2011,10,20.0,1223738.0,2.0,156830.0,18.0,1066908.0,250 hp,29.333333333333332,1924767.3333333333,4.0,305806.0,25.333333333333332,1618961.3333333333,32.333333333333336,2087134.0,8.333333333333334,592125.6666666666,24.0,1495008.3333333333
610,250 hp,2011,11,24.0,1520296.0,2.0,118330.0,22.0,1401966.0,250 hp,27.333333333333332,1765510.0,3.3333333333333335,240823.33333333334,24.0,1524686.6666666667,31.333333333333332,2017390.6666666667,7.0,493939.3333333333,24.333333333333332,1523451.3333333333
611,250 hp,2011,12,38.0,2408308.0,4.0,326124.0,34.0,2082184.0,250 hp,27.333333333333332,1717447.3333333333,2.6666666666666665,200428.0,24.666666666666668,1517019.3333333333,32.666666666666664,2095649.3333333333,6.666666666666667,468323.0,26.0,1627326.3333333333
612,250 hp,2012,1,8.0,551880.0,0.0,0.0,8.0,551880.0,250 hp,23.333333333333332,1493494.6666666667,2.0,148151.33333333334,21.333333333333332,1345343.3333333333,26.333333333333332,1709131.0,3.0,226978.66666666666,23.333333333333332,1482152.3333333333
613,250 hp,2012,2,38.0,2659978.0,12.0,929848.0,26.0,1730130.0,250 hp,28.0,1873388.6666666667,5.333333333333333,418657.3333333333,22.666666666666668,1454731.3333333333,27.666666666666668,1819449.3333333333,4.333333333333333,329740.3333333333,23.333333333333332,1489709.0
614,250 hp,2012,3,22.0,1560354.0,8.0,565488.0,14.0,994866.0,250 hp,22.666666666666668,1590737.3333333333,6.666666666666667,498445.3333333333,16.0,1092292.0,25.0,1654092.3333333333,4.666666666666667,349436.6666666667,20.333333333333332,1304655.6666666667
615,250 hp,2012,4,22.0,1273960.0,4.0,284320.0,18.0,989640.0,250 hp,27.333333333333332,1831430.6666666667,8.0,593218.6666666666,19.333333333333332,1238212.0,25.333333333333332,1662462.6666666667,5.0,370685.0,20.333333333333332,1291777.6666666667
616,250 hp,2012,5,40.0,2804248.0,8.0,653596.0,32.0,2150652.0,250 hp,28.0,1879520.6666666667,6.666666666666667,501134.6666666667,21.333333333333332,1378386.0,28.0,1876454.6666666667,6.0,459896.0,22.0,1416558.6666666667
617,250 hp,2012,6,32.0,2050532.0,4.0,347660.0,28.0,1702872.0,250 hp,31.333333333333332,2042913.3333333333,5.333333333333333,428525.3333333333,26.0,1614388.0,27.0,1816825.3333333333,6.0,463485.3333333333,21.0,1353340.0
618,250 hp,2012,7,44.0,3122644.0,6.0,434244.0,38.0,2688400.0,250 hp,38.666666666666664,2659141.3333333335,6.0,478500.0,32.666666666666664,2180641.3333333335,33.0,2245286.0,7.0,535859.3333333334,26.0,1709426.6666666667
619,250 hp,2012,8,46.0,3151490.0,14.0,1052376.0,32.0,2099114.0,250 hp,40.666666666666664,2774888.6666666665,8.0,611426.6666666666,32.666666666666664,2163462.0,34.333333333333336,2327204.6666666665,7.333333333333333,556280.6666666666,27.0,1770924.0
620,250 hp,2012,9,30.0,2166202.0,4.0,354524.0,26.0,1811678.0,250 hp,40.0,2813445.3333333335,8.0,613714.6666666666,32.0,2199730.6666666665,35.666666666666664,2428179.3333333335,6.666666666666667,521120.0,29.0,1907059.3333333333
621,250 hp,2012,10,36.0,2747484.0,14.0,1109960.0,22.0,1637524.0,250 hp,37.333333333333336,2688392.0,10.666666666666666,838953.3333333334,26.666666666666668,1849438.6666666667,38.0,2673766.6666666665,8.333333333333334,658726.6666666666,29.666666666666668,2015040.0
622,250 hp,2012,11,46.0,3035188.0,8.0,624376.0,38.0,2410812.0,250 hp,37.333333333333336,2649624.6666666665,8.666666666666666,696286.6666666666,28.666666666666668,1953338.0,39.0,2712256.6666666665,8.333333333333334,653856.6666666666,30.666666666666668,2058400.0
623,250 hp,2012,12,64.0,4631090.0,16.0,1369102.0,48.0,3261988.0,250 hp,48.666666666666664,3471254.0,12.666666666666666,1034479.3333333334,36.0,2436774.6666666665,44.333333333333336,3142349.6666666665,10.333333333333334,824097.0,34.0,2318252.6666666665
624,250 hp,2013,1,30.0,2251842.0,4.0,369096.0,26.0,1882746.0,250 hp,46.666666666666664,3306040.0,9.333333333333334,787524.6666666666,37.333333333333336,2518515.3333333335,42.0,2997216.0,10.0,813239.0,32.0,2183977.0
625,250 hp,2013,2,28.0,1926996.0,2.0,189356.0,26.0,1737640.0,250 hp,40.666666666666664,2936642.6666666665,7.333333333333333,642518.0,33.333333333333336,2294124.6666666665,39.0,2793133.6666666665,8.0,669402.3333333334,31.0,2123731.3333333335
626,250 hp,2013,3,60.0,3925006.0,8.0,597294.0,52.0,3327712.0,250 hp,39.333333333333336,2701281.3333333335,4.666666666666667,385248.6666666667,34.666666666666664,2316032.6666666665,44.0,3086267.6666666665,8.666666666666666,709864.0,35.333333333333336,2376403.6666666665
627,250 hp,2013,4,40.0,2800040.0,4.0,262612.0,36.0,2537428.0,250 hp,42.666666666666664,2884014.0,4.666666666666667,349754.0,38.0,2534260.0,44.666666666666664,3095027.0,7.0,568639.3333333334,37.666666666666664,2526387.6666666665
628,250 hp,2013,5,32.0,2431862.0,16.0,1145426.0,16.0,1286436.0,250 hp,44.0,3052302.6666666665,9.333333333333334,668444.0,34.666666666666664,2383858.6666666665,42.333333333333336,2994472.6666666665,8.333333333333334,655481.0,34.0,2338991.6666666665
629,250 hp,2013,6,52.0,3752008.0,22.0,1800188.0,30.0,1951820.0,250 hp,41.333333333333336,2994636.6666666665,14.0,1069408.6666666667,27.333333333333332,1925228.0,40.333333333333336,2847959.0,9.333333333333334,727328.6666666666,31.0,2120630.3333333335
630,250 hp,2013,7,30.0,2065154.0,14.0,1008120.0,16.0,1057034.0,250 hp,38.0,2749674.6666666665,17.333333333333332,1317911.3333333333,20.666666666666668,1431763.3333333333,40.333333333333336,2816844.3333333335,11.0,833832.6666666666,29.333333333333332,1983011.6666666667
631,250 hp,2013,8,36.0,2317462.0,4.0,331892.0,32.0,1985570.0,250 hp,39.333333333333336,2711541.3333333335,13.333333333333334,1046733.3333333334,26.0,1664808.0,41.666666666666664,2881922.0,11.333333333333334,857588.6666666666,30.333333333333332,2024333.3333333333
632,250 hp,2013,9,14.0,928506.0,4.0,272972.0,10.0,655534.0,250 hp,26.666666666666668,1770374.0,7.333333333333333,537661.3333333334,19.333333333333332,1232712.6666666667,34.0,2382505.3333333335,10.666666666666666,803535.0,23.333333333333332,1578970.3333333333
633,250 hp,2013,10,26.0,1869908.0,2.0,189356.0,24.0,1680552.0,250 hp,25.333333333333332,1705292.0,3.3333333333333335,264740.0,22.0,1440552.0,31.666666666666668,2227483.3333333335,10.333333333333334,791325.6666666666,21.333333333333332,1436157.6666666667
634,250 hp,2013,11,30.0,2114850.0,8.0,606272.0,22.0,1508578.0,250 hp,23.333333333333332,1637754.6666666667,4.666666666666667,356200.0,18.666666666666668,1281554.6666666667,31.333333333333332,2174648.0,9.0,701466.6666666666,22.333333333333332,1473181.3333333333
635,250 hp,2013,12,38.0,2800620.0,12.0,964528.0,26.0,1836092.0,250 hp,31.333333333333332,2261792.6666666665,7.333333333333333,586718.6666666666,24.0,1675074.0,29.0,2016083.3333333333,7.333333333333333,562190.0,21.666666666666668,1453893.3333333333
636,250 hp,2014,1,10.0,757376.0,10.0,801410.0,5.0,356671.0,250 hp,26.0,1890948.6666666667,10.0,790736.6666666666,17.666666666666668,1233780.3333333333,25.666666666666668,1798120.3333333333,6.666666666666667,527738.3333333334,19.833333333333332,1337166.1666666667
637,250 hp,2014,2,14.0,1040895.0,10.0,877242.0,9.0,602274.0,250 hp,20.666666666666668,1532963.6666666667,10.666666666666666,881060.0,13.333333333333334,931679.0,22.0,1585359.1666666667,7.666666666666667,618630.0,16.0,1106616.8333333333
638,250 hp,2014,3,23.0,1898825.0,18.0,1837576.0,14.0,980037.0,250 hp,15.666666666666666,1232365.3333333333,12.666666666666666,1172076.0,9.333333333333334,646327.3333333334,23.5,1747079.0,10.0,879397.3333333334,16.666666666666668,1160700.6666666667
639,250 hp,2014,4,21.0,1550112.0,8.0,665086.0,17.0,1217569.0,250 hp,19.333333333333332,1496610.6666666667,12.0,1126634.6666666667,13.333333333333334,933293.3333333334,22.666666666666668,1693779.6666666667,11.0,958685.6666666666,15.5,1083536.8333333333
640,250 hp,2014,5,13.0,1102747.0,10.0,786417.8,8.0,709538.1,250 hp,19.0,1517228.0,12.0,1096359.9333333333,13.0,969048.0333333333,19.833333333333332,1525095.8333333333,11.333333333333334,988709.9666666667,13.166666666666666,950363.5166666666
641,250 hp,2014,6,24.0,1705801.0,8.0,633454.46,20.0,1389073.77,250 hp,19.333333333333332,1452886.6666666667,8.666666666666666,694986.0866666666,15.0,1105393.6233333333,17.5,1342626.0,10.666666666666666,933531.0433333333,12.166666666666666,875860.4783333332
642,250 hp,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,12.333333333333334,936182.6666666666,6.0,473290.75333333324,9.333333333333334,699537.29,15.833333333333334,1216396.6666666667,9.0,799962.71,11.333333333333334,816415.3116666665
643,250 hp,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,8.0,568600.3333333334,2.6666666666666665,211151.48666666658,6.666666666666667,463024.59,13.5,1042914.1666666666,7.333333333333333,653755.71,9.833333333333334,716036.3116666665
644,250 hp,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,726443.3333333334,4.333333333333333,347493.0433333333,7.5,552696.8116666665
645,250 hp,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,468091.3333333333,3.0,236645.37666666662,4.666666666666667,349768.64499999984
646,250 hp,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,0.0,0.0,0.0,0.0,0.0,0.0,4.0,284300.1666666667,1.3333333333333333,105575.74333333329,3.3333333333333335,231512.29499999984
647,250 hp,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,250 hp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,30 hp,2009,1,240.0,2541816.0,58.0,613000.0,182.0,1928816.0,30 hp,240.0,2541816.0,58.0,613000.0,182.0,1928816.0,240.0,2541816.0,58.0,613000.0,182.0,1928816.0
649,30 hp,2009,2,246.0,2413114.0,58.0,586576.0,188.0,1826538.0,30 hp,243.0,2477465.0,58.0,599788.0,185.0,1877677.0,243.0,2477465.0,58.0,599788.0,185.0,1877677.0
650,30 hp,2009,3,330.0,3250028.0,50.0,574916.0,280.0,2675112.0,30 hp,272.0,2734986.0,55.333333333333336,591497.3333333334,216.66666666666666,2143488.6666666665,272.0,2734986.0,55.333333333333336,591497.3333333334,216.66666666666666,2143488.6666666665
651,30 hp,2009,4,200.0,2110768.0,66.0,727244.0,134.0,1383524.0,30 hp,258.6666666666667,2591303.3333333335,58.0,629578.6666666666,200.66666666666666,1961724.6666666667,254.0,2578931.5,58.0,625434.0,196.0,1953497.5
652,30 hp,2009,5,256.0,2641148.0,54.0,592342.0,202.0,2048806.0,30 hp,262.0,2667314.6666666665,56.666666666666664,631500.6666666666,205.33333333333334,2035814.0,254.4,2591374.8,57.2,618815.6,197.2,1972559.2
653,30 hp,2009,6,234.0,2449266.0,60.0,649650.0,174.0,1799616.0,30 hp,230.0,2400394.0,60.0,656412.0,170.0,1743982.0,251.0,2567690.0,57.666666666666664,623954.6666666666,193.33333333333334,1943735.3333333333
654,30 hp,2009,7,222.0,2286254.0,62.0,602916.0,160.0,1683338.0,30 hp,237.33333333333334,2458889.3333333335,58.666666666666664,614969.3333333334,178.66666666666666,1843920.0,248.0,2525096.3333333335,58.333333333333336,622274.0,189.66666666666666,1902822.3333333333
655,30 hp,2009,8,222.0,2222190.0,72.0,682108.0,150.0,1540082.0,30 hp,226.0,2319236.6666666665,64.66666666666667,644891.3333333334,161.33333333333334,1674345.3333333333,244.0,2493275.6666666665,60.666666666666664,638196.0,183.33333333333334,1855079.6666666667
656,30 hp,2009,9,244.0,2311760.0,62.0,696366.0,182.0,1615394.0,30 hp,229.33333333333334,2273401.3333333335,65.33333333333333,660463.3333333334,164.0,1612938.0,229.66666666666666,2336897.6666666665,62.666666666666664,658437.6666666666,167.0,1678460.0
657,30 hp,2009,10,236.0,2485380.0,56.0,587878.0,180.0,1897502.0,30 hp,234.0,2339776.6666666665,63.333333333333336,655450.6666666666,170.66666666666666,1684326.0,235.66666666666666,2399333.0,61.0,635210.0,174.66666666666666,1764123.0
658,30 hp,2009,11,226.0,2324176.0,62.0,644420.0,164.0,1679756.0,30 hp,235.33333333333334,2373772.0,60.0,642888.0,175.33333333333334,1730884.0,230.66666666666666,2346504.3333333335,62.333333333333336,643889.6666666666,168.33333333333334,1702614.6666666667
659,30 hp,2009,12,284.0,2977404.0,76.0,797262.0,208.0,2180142.0,30 hp,248.66666666666666,2595653.3333333335,64.66666666666667,676520.0,184.0,1919133.3333333333,239.0,2434527.3333333335,65.0,668491.6666666666,174.0,1766035.6666666667
660,30 hp,2010,1,242.0,2490586.0,76.0,778550.0,166.0,1712036.0,30 hp,250.66666666666666,2597388.6666666665,71.33333333333333,740077.3333333334,179.33333333333334,1857311.3333333333,242.33333333333334,2468582.6666666665,67.33333333333333,697764.0,175.0,1770818.6666666667
661,30 hp,2010,2,224.0,2267172.0,48.0,524290.0,176.0,1742882.0,30 hp,250.0,2578387.3333333335,66.66666666666667,700034.0,183.33333333333334,1878353.3333333333,242.66666666666666,2476079.6666666665,63.333333333333336,671461.0,179.33333333333334,1804618.6666666667
662,30 hp,2010,3,316.0,3269830.0,44.0,456452.0,272.0,2813378.0,30 hp,260.6666666666667,2675862.6666666665,56.0,586430.6666666666,204.66666666666666,2089432.0,254.66666666666666,2635758.0,60.333333333333336,631475.3333333334,194.33333333333334,2004282.6666666667
663,30 hp,2010,4,232.0,2562554.0,68.0,781618.0,164.0,1780936.0,30 hp,257.3333333333333,2699852.0,53.333333333333336,587453.3333333334,204.0,2112398.6666666665,254.0,2648620.3333333335,62.333333333333336,663765.3333333334,191.66666666666666,1984855.0
664,30 hp,2010,5,246.0,2676522.0,48.0,549124.0,198.0,2127398.0,30 hp,264.6666666666667,2836302.0,53.333333333333336,595731.3333333334,211.33333333333334,2240570.6666666665,257.3333333333333,2707344.6666666665,60.0,647882.6666666666,197.33333333333334,2059462.0
665,30 hp,2010,6,274.0,3025456.0,46.0,555110.0,228.0,2470346.0,30 hp,250.66666666666666,2754844.0,54.0,628617.3333333334,196.66666666666666,2126226.6666666665,255.66666666666666,2715353.3333333335,55.0,607524.0,200.66666666666666,2107829.3333333335
666,30 hp,2010,7,238.0,2484498.0,64.0,695078.0,174.0,1789420.0,30 hp,252.66666666666666,2728825.3333333335,52.666666666666664,599770.6666666666,200.0,2129054.6666666665,255.0,2714338.6666666665,53.0,593612.0,202.0,2120726.6666666665
667,30 hp,2010,8,300.0,3226152.0,78.0,927380.0,222.0,2298772.0,30 hp,270.6666666666667,2912035.3333333335,62.666666666666664,725856.0,208.0,2186179.3333333335,267.6666666666667,2874168.6666666665,58.0,660793.6666666666,209.66666666666666,2213375.0
668,30 hp,2010,9,314.0,3409964.0,72.0,803036.0,242.0,2606928.0,30 hp,284.0,3040204.6666666665,71.33333333333333,808498.0,212.66666666666666,2231706.6666666665,267.3333333333333,2897524.3333333335,62.666666666666664,718557.6666666666,204.66666666666666,2178966.6666666665
669,30 hp,2010,10,262.0,2662126.0,68.0,731348.0,194.0,1930778.0,30 hp,292.0,3099414.0,72.66666666666667,820588.0,219.33333333333334,2278826.0,272.3333333333333,2914119.6666666665,62.666666666666664,710179.3333333334,209.66666666666666,2203940.3333333335
670,30 hp,2010,11,368.0,3937654.0,68.0,760844.0,300.0,3176810.0,30 hp,314.6666666666667,3336581.3333333335,69.33333333333333,765076.0,245.33333333333334,2571505.3333333335,292.6666666666667,3124308.3333333335,66.0,745466.0,226.66666666666666,2378842.3333333335
671,30 hp,2010,12,340.0,3581326.0,96.0,1045804.0,244.0,2535522.0,30 hp,323.3333333333333,3393702.0,77.33333333333333,845998.6666666666,246.0,2547703.3333333335,303.6666666666667,3216953.3333333335,74.33333333333333,827248.3333333334,229.33333333333334,2389705.0
672,30 hp,2011,1,308.0,3171176.0,48.0,559692.0,260.0,2611484.0,30 hp,338.6666666666667,3563385.3333333335,70.66666666666667,788780.0,268.0,2774605.3333333335,315.3333333333333,3331399.6666666665,71.66666666666667,804684.0,243.66666666666666,2526715.6666666665
673,30 hp,2011,2,310.0,3280642.0,36.0,411474.0,274.0,2869168.0,30 hp,319.3333333333333,3344381.3333333335,60.0,672323.3333333334,259.3333333333333,2672058.0,317.0,3340481.3333333335,64.66666666666667,718699.6666666666,252.33333333333334,2621781.6666666665
674,30 hp,2011,3,384.0,4203384.0,102.0,1169682.0,282.0,3033702.0,30 hp,334.0,3551734.0,62.0,713616.0,272.0,2838118.0,328.6666666666667,3472718.0,69.66666666666667,779807.3333333334,259.0,2692910.6666666665
675,30 hp,2011,4,298.0,3266492.0,52.0,628338.0,246.0,2638154.0,30 hp,330.6666666666667,3583506.0,63.333333333333336,736498.0,267.3333333333333,2847008.0,334.6666666666667,3573445.6666666665,67.0,762639.0,267.6666666666667,2810806.6666666665
676,30 hp,2011,5,400.0,4500552.0,66.0,791696.0,334.0,3708856.0,30 hp,360.6666666666667,3990142.6666666665,73.33333333333333,863238.6666666666,287.3333333333333,3126904.0,340.0,3667262.0,66.66666666666667,767781.0,273.3333333333333,2899481.0
677,30 hp,2011,6,376.0,4187810.0,86.0,993252.0,290.0,3194558.0,30 hp,358.0,3984951.3333333335,68.0,804428.6666666666,290.0,3180522.6666666665,346.0,3768342.6666666665,65.0,759022.3333333334,281.0,3009320.3333333335
678,30 hp,2011,7,336.0,3648954.0,88.0,954954.0,248.0,2694000.0,30 hp,370.6666666666667,4112438.6666666665,80.0,913300.6666666666,290.6666666666667,3199138.0,350.6666666666667,3847972.3333333335,71.66666666666667,824899.3333333334,279.0,3023073.0
679,30 hp,2011,8,404.0,4479970.0,78.0,969150.0,326.0,3510820.0,30 hp,372.0,4105578.0,84.0,972452.0,288.0,3133126.0,366.3333333333333,4047860.3333333335,78.66666666666667,917845.3333333334,287.6666666666667,3130015.0
680,30 hp,2011,9,426.0,4649932.0,74.0,827842.0,352.0,3822090.0,30 hp,388.6666666666667,4259618.666666667,80.0,917315.3333333334,308.6666666666667,3342303.3333333335,373.3333333333333,4122285.0,74.0,860872.0,299.3333333333333,3261413.0
681,30 hp,2011,10,384.0,4516766.0,108.0,1425364.0,276.0,3091402.0,30 hp,404.6666666666667,4548889.333333333,86.66666666666667,1074118.6666666667,318.0,3474770.6666666665,387.6666666666667,4330664.0,83.33333333333333,993709.6666666666,304.3333333333333,3336954.3333333335
682,30 hp,2011,11,340.0,3805912.0,94.0,1042032.0,246.0,2763880.0,30 hp,383.3333333333333,4324203.333333333,92.0,1098412.6666666667,291.3333333333333,3225790.6666666665,377.6666666666667,4214890.666666667,88.0,1035432.3333333334,289.6666666666667,3179458.3333333335
683,30 hp,2011,12,550.0,5995544.0,120.0,1290682.0,430.0,4704862.0,30 hp,424.6666666666667,4772740.666666667,107.33333333333333,1252692.6666666667,317.3333333333333,3520048.0,406.6666666666667,4516179.666666667,93.66666666666667,1085004.0,313.0,3431175.6666666665
684,30 hp,2012,1,382.0,4261104.0,74.0,819550.0,308.0,3441554.0,30 hp,424.0,4687520.0,96.0,1050754.6666666667,328.0,3636765.3333333335,414.3333333333333,4618204.666666667,91.33333333333333,1062436.6666666667,323.0,3555768.0
685,30 hp,2012,2,374.0,3989752.0,78.0,781202.0,296.0,3208550.0,30 hp,435.3333333333333,4748800.0,90.66666666666667,963811.3333333334,344.6666666666667,3784988.6666666665,409.3333333333333,4536501.666666667,91.33333333333333,1031112.0,318.0,3505389.6666666665
686,30 hp,2012,3,472.0,5115198.0,84.0,927710.0,388.0,4187488.0,30 hp,409.3333333333333,4455351.333333333,78.66666666666667,842820.6666666666,330.6666666666667,3612530.6666666665,417.0,4614046.0,93.0,1047756.6666666666,324.0,3566289.3333333335
687,30 hp,2012,4,384.0,4335284.0,82.0,920374.0,302.0,3414910.0,30 hp,410.0,4480078.0,81.33333333333333,876428.6666666666,328.6666666666667,3603649.3333333335,417.0,4583799.0,88.66666666666667,963591.6666666666,328.3333333333333,3620207.3333333335
688,30 hp,2012,5,416.0,4761198.0,88.0,1137154.0,328.0,3624044.0,30 hp,424.0,4737226.666666667,84.66666666666667,995079.3333333334,339.3333333333333,3742147.3333333335,429.6666666666667,4743013.333333333,87.66666666666667,979445.3333333334,342.0,3763568.0
689,30 hp,2012,6,392.0,4488116.0,52.0,654826.0,340.0,3833290.0,30 hp,397.3333333333333,4528199.333333333,74.0,904118.0,323.3333333333333,3624081.3333333335,403.3333333333333,4491775.333333333,76.33333333333333,873469.3333333334,327.0,3618306.0
690,30 hp,2012,7,414.0,5028076.0,84.0,1073832.0,330.0,3954244.0,30 hp,407.3333333333333,4759130.0,74.66666666666667,955270.6666666666,332.6666666666667,3803859.3333333335,408.6666666666667,4619604.0,78.0,915849.6666666666,330.6666666666667,3703754.3333333335
691,30 hp,2012,8,382.0,4133900.0,72.0,864698.0,310.0,3269202.0,30 hp,396.0,4550030.666666667,69.33333333333333,864452.0,326.6666666666667,3685578.6666666665,410.0,4643628.666666667,77.0,929765.6666666666,333.0,3713863.0
692,30 hp,2012,9,406.0,4560536.0,78.0,956004.0,328.0,3604532.0,30 hp,400.6666666666667,4574170.666666667,78.0,964844.6666666666,322.6666666666667,3609326.0,399.0,4551185.0,76.0,934481.3333333334,323.0,3616703.6666666665
693,30 hp,2012,10,444.0,5094654.0,88.0,1108952.0,356.0,3985702.0,30 hp,410.6666666666667,4596363.333333333,79.33333333333333,976551.3333333334,331.3333333333333,3619812.0,409.0,4677746.666666667,77.0,965911.0,332.0,3711835.6666666665
694,30 hp,2012,11,352.0,3991942.0,64.0,783406.0,288.0,3208536.0,30 hp,400.6666666666667,4549044.0,76.66666666666667,949454.0,324.0,3599590.0,398.3333333333333,4549537.333333333,73.0,906953.0,325.3333333333333,3642584.3333333335
695,30 hp,2012,12,420.0,4904256.0,94.0,1149158.0,326.0,3755098.0,30 hp,405.3333333333333,4663617.333333333,82.0,1013838.6666666666,323.3333333333333,3649778.6666666665,403.0,4618894.0,80.0,989341.6666666666,323.0,3629552.3333333335
696,30 hp,2013,1,442.0,5208800.0,56.0,718590.0,386.0,4490210.0,30 hp,404.6666666666667,4701666.0,71.33333333333333,883718.0,333.3333333333333,3817948.0,407.6666666666667,4649014.666666667,75.33333333333333,930134.6666666666,332.3333333333333,3718880.0
697,30 hp,2013,2,374.0,4194476.0,98.0,1174358.0,276.0,3020118.0,30 hp,412.0,4769177.333333333,82.66666666666667,1014035.3333333334,329.3333333333333,3755142.0,406.3333333333333,4659110.666666667,79.66666666666667,981744.6666666666,326.6666666666667,3677366.0
698,30 hp,2013,3,404.0,4532634.0,76.0,930372.0,328.0,3602262.0,30 hp,406.6666666666667,4645303.333333333,76.66666666666667,941106.6666666666,330.0,3704196.6666666665,406.0,4654460.333333333,79.33333333333333,977472.6666666666,326.6666666666667,3676987.6666666665
699,30 hp,2013,4,416.0,4911718.0,60.0,768986.0,356.0,4142732.0,30 hp,398.0,4546276.0,78.0,957905.3333333334,320.0,3588370.6666666665,401.3333333333333,4623971.0,74.66666666666667,920811.6666666666,326.6666666666667,3703159.3333333335
