,HP Category_x,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,HP Category_y,u.CAGI_3mths,d.CAGI_3mths,u.IR_3mths,d.IR_3mths,u.NonIR_3mths,d.NonIR_3mths,u.CAGI_6mths,d.CAGI_6mths,u.IR_6mths,d.IR_6mths,u.NonIR_6mths,d.NonIR_6mths
97,100 hp,2011,2,200.0,5277422.0,56.0,1359860.0,144.0,3917562.0,100 hp,205.33333333333334,5539070.666666667,53.333333333333336,1365954.6666666667,152.0,4173116.0,203.66666666666666,5561489.666666667,56.666666666666664,1499337.3333333333,147.0,4062152.3333333335
98,100 hp,2011,3,234.0,6671824.0,62.0,1724744.0,172.0,4947080.0,100 hp,198.66666666666666,5459192.666666667,49.333333333333336,1288022.0,149.33333333333334,4171170.6666666665,209.66666666666666,5764587.333333333,53.0,1406575.0,156.66666666666666,4358012.333333333
99,100 hp,2011,4,206.0,5623768.0,50.0,1475470.0,156.0,4148298.0,100 hp,213.33333333333334,5857671.333333333,56.0,1520024.6666666667,157.33333333333334,4337646.666666667,210.0,5764752.666666667,52.666666666666664,1417609.0,157.33333333333334,4347143.666666667
100,100 hp,2011,5,216.0,6347220.0,46.0,1360616.0,170.0,4986604.0,100 hp,218.66666666666666,6214270.666666667,52.666666666666664,1520276.6666666667,166.0,4693994.0,212.0,5876670.666666667,53.0,1443115.6666666667,159.0,4433555.0
101,100 hp,2011,6,246.0,6731618.0,52.0,1436186.0,194.0,5295432.0,100 hp,222.66666666666666,6234202.0,49.333333333333336,1424090.6666666667,173.33333333333334,4810111.333333333,210.66666666666666,5846697.333333333,49.333333333333336,1356056.3333333333,161.33333333333334,4490641.0
102,100 hp,2011,7,206.0,5944414.0,44.0,1213580.0,162.0,4730834.0,100 hp,222.66666666666666,6341084.0,47.333333333333336,1336794.0,175.33333333333334,5004290.0,218.0,6099377.666666667,51.666666666666664,1428409.3333333333,166.33333333333334,4670968.333333333
103,100 hp,2011,8,260.0,7645462.0,52.0,1430134.0,208.0,6215328.0,100 hp,237.33333333333334,6773831.333333333,49.333333333333336,1359966.6666666667,188.0,5413864.666666667,228.0,6494051.0,51.0,1440121.6666666667,177.0,5053929.333333333
104,100 hp,2011,9,252.0,7323270.0,66.0,1947898.0,186.0,5375372.0,100 hp,239.33333333333334,6971048.666666667,54.0,1530537.3333333333,185.33333333333334,5440511.333333333,231.0,6602625.333333333,51.666666666666664,1477314.0,179.33333333333334,5125311.333333333
105,100 hp,2011,10,278.0,8412016.0,106.0,3066842.0,172.0,5345174.0,100 hp,263.3333333333333,7793582.666666667,74.66666666666667,2148291.3333333335,188.66666666666666,5645291.333333333,243.0,7067333.333333333,61.0,1742542.6666666667,182.0,5324790.666666667
106,100 hp,2011,11,236.0,6834174.0,70.0,1924944.0,166.0,4909230.0,100 hp,255.33333333333334,7523153.333333333,80.66666666666667,2313228.0,174.66666666666666,5209925.333333333,246.33333333333334,7148492.333333333,65.0,1836597.3333333333,181.33333333333334,5311895.0
107,100 hp,2011,12,306.0,9081612.0,82.0,2451008.0,224.0,6630604.0,100 hp,273.3333333333333,8109267.333333333,86.0,2480931.3333333335,187.33333333333334,5628336.0,256.3333333333333,7540158.0,70.0,2005734.3333333333,186.33333333333334,5534423.666666667
108,100 hp,2012,1,192.0,5581532.0,26.0,803660.0,166.0,4777872.0,100 hp,244.66666666666666,7165772.666666667,59.333333333333336,1726537.3333333333,185.33333333333334,5439235.333333333,254.0,7479677.666666667,67.0,1937414.3333333333,187.0,5542263.333333333
109,100 hp,2012,2,260.0,7732100.0,58.0,1678606.0,202.0,6053494.0,100 hp,252.66666666666666,7465081.333333333,55.333333333333336,1644424.6666666667,197.33333333333334,5820656.666666667,254.0,7494117.333333333,68.0,1978826.3333333333,186.0,5515291.0
110,100 hp,2012,3,264.0,8080110.0,48.0,1470718.0,216.0,6609392.0,100 hp,238.66666666666666,7131247.333333333,44.0,1317661.3333333333,194.66666666666666,5813586.0,256.0,7620257.333333333,65.0,1899296.3333333333,191.0,5720961.0
111,100 hp,2012,4,332.0,9876564.0,88.0,2642414.0,244.0,7234150.0,100 hp,285.3333333333333,8562924.666666666,64.66666666666667,1930579.3333333333,220.66666666666666,6632345.333333333,265.0,7864348.666666667,62.0,1828558.3333333333,203.0,6035790.333333333
112,100 hp,2012,5,254.0,7785138.0,84.0,2680500.0,170.0,5104638.0,100 hp,283.3333333333333,8580604.0,73.33333333333333,2264544.0,210.0,6316060.0,268.0,8022842.666666667,64.33333333333333,1954484.3333333333,203.66666666666666,6068358.333333333
113,100 hp,2012,6,294.0,8715312.0,90.0,2716414.0,204.0,5998898.0,100 hp,293.3333333333333,8792338.0,87.33333333333333,2679776.0,206.0,6112562.0,266.0,7961792.666666667,65.66666666666667,1998718.6666666667,200.33333333333334,5963074.0
114,100 hp,2012,7,220.0,6384892.0,52.0,1510894.0,168.0,4873998.0,100 hp,256.0,7628447.333333333,75.33333333333333,2302602.6666666665,180.66666666666666,5325844.666666667,270.6666666666667,8095686.0,70.0,2116591.0,200.66666666666666,5979095.0
115,100 hp,2012,8,280.0,8416518.0,58.0,1716104.0,222.0,6700414.0,100 hp,264.6666666666667,7838907.333333333,66.66666666666667,1981137.3333333333,198.0,5857770.0,274.0,8209755.666666667,70.0,2122840.6666666665,204.0,6086915.0
116,100 hp,2012,9,276.0,7989642.0,56.0,1650708.0,220.0,6338934.0,100 hp,258.6666666666667,7597017.333333333,55.333333333333336,1625902.0,203.33333333333334,5971115.333333333,276.0,8194677.666666667,71.33333333333333,2152839.0,204.66666666666666,6041838.666666667
117,100 hp,2012,10,308.0,8949428.0,78.0,2131532.0,230.0,6817896.0,100 hp,288.0,8451862.666666666,64.0,1832781.3333333333,224.0,6619081.333333333,272.0,8040155.0,69.66666666666667,2067692.0,202.33333333333334,5972463.0
118,100 hp,2012,11,322.0,9803404.0,84.0,2500876.0,238.0,7302528.0,100 hp,302.0,8914158.0,72.66666666666667,2094372.0,229.33333333333334,6819786.0,283.3333333333333,8376532.666666667,69.66666666666667,2037754.6666666667,213.66666666666666,6338778.0
119,100 hp,2012,12,328.0,10449006.0,96.0,2287590.0,232.0,8161416.0,100 hp,319.3333333333333,9733946.0,86.0,2306666.0,233.33333333333334,7427280.0,289.0,8665481.666666666,70.66666666666667,1966284.0,218.33333333333334,6699197.666666667
120,100 hp,2013,1,216.0,6818172.0,48.0,1599208.0,168.0,5218964.0,100 hp,288.6666666666667,9023527.333333334,76.0,2129224.6666666665,212.66666666666666,6894302.666666667,288.3333333333333,8737695.0,70.0,1981003.0,218.33333333333334,6756692.0
121,100 hp,2013,2,274.0,8408008.0,54.0,1646792.0,220.0,6761216.0,100 hp,272.6666666666667,8558395.333333334,66.0,1844530.0,206.66666666666666,6713865.333333333,287.3333333333333,8736276.666666666,69.33333333333333,1969451.0,218.0,6766825.666666667
122,100 hp,2013,3,310.0,9280884.0,70.0,2161424.0,240.0,7119460.0,100 hp,266.6666666666667,8169021.333333333,57.333333333333336,1802474.6666666667,209.33333333333334,6366546.666666667,293.0,8951483.666666666,71.66666666666667,2054570.3333333333,221.33333333333334,6896913.333333333
123,100 hp,2013,4,272.0,8061274.0,78.0,2340622.0,194.0,5720652.0,100 hp,285.3333333333333,8583388.666666666,67.33333333333333,2049612.6666666667,218.0,6533776.0,287.0,8803458.0,71.66666666666667,2089418.6666666667,215.33333333333334,6714039.333333333
124,100 hp,2013,5,258.0,7867114.0,70.0,2203744.0,188.0,5663370.0,100 hp,280.0,8403090.666666666,72.66666666666667,2235263.3333333335,207.33333333333334,6167827.333333333,276.3333333333333,8480743.0,69.33333333333333,2039896.6666666667,207.0,6440846.333333333
125,100 hp,2013,6,332.0,10338154.0,104.0,3383116.0,228.0,6955038.0,100 hp,287.3333333333333,8755514.0,84.0,2642494.0,203.33333333333334,6113020.0,277.0,8462267.666666666,70.66666666666667,2222484.3333333335,206.33333333333334,6239783.333333333
126,100 hp,2013,7,276.0,8462966.0,90.0,2646306.0,186.0,5816660.0,100 hp,288.6666666666667,8889411.333333334,88.0,2744388.6666666665,200.66666666666666,6145022.666666667,287.0,8736400.0,77.66666666666667,2397000.6666666665,209.33333333333334,6339399.333333333
127,100 hp,2013,8,302.0,9369708.0,82.0,2597896.0,220.0,6771812.0,100 hp,303.3333333333333,9390276.0,92.0,2875772.6666666665,211.33333333333334,6514503.333333333,291.6666666666667,8896683.333333334,82.33333333333333,2555518.0,209.33333333333334,6341165.333333333
128,100 hp,2013,9,314.0,9599568.0,86.0,2557116.0,228.0,7042452.0,100 hp,297.3333333333333,9144080.666666666,86.0,2600439.3333333335,211.33333333333334,6543641.333333333,292.3333333333333,8949797.333333334,85.0,2621466.6666666665,207.33333333333334,6328330.666666667
129,100 hp,2013,10,260.0,7972988.0,68.0,2063752.0,192.0,5909236.0,100 hp,292.0,8980754.666666666,78.66666666666667,2406254.6666666665,213.33333333333334,6574500.0,290.3333333333333,8935083.0,83.33333333333333,2575321.6666666665,207.0,6359761.333333333
130,100 hp,2013,11,262.0,7922588.0,70.0,2202190.0,192.0,5720398.0,100 hp,278.6666666666667,8498381.333333334,74.66666666666667,2274352.6666666665,204.0,6224028.666666667,291.0,8944328.666666666,83.33333333333333,2575062.6666666665,207.66666666666666,6369266.0
131,100 hp,2013,12,306.0,9572772.0,80.0,2670894.0,226.0,6901878.0,100 hp,276.0,8489449.333333334,72.66666666666667,2312278.6666666665,203.33333333333334,6177170.666666667,286.6666666666667,8816765.0,79.33333333333333,2456359.0,207.33333333333334,6360406.0
132,100 hp,2014,1,260.0,8009204.0,40.0,1107498.0,220.0,6901706.0,100 hp,276.0,8501521.333333334,63.333333333333336,1993527.3333333333,212.66666666666666,6507994.0,284.0,8741138.0,71.0,2199891.0,213.0,6541247.0
133,100 hp,2014,2,270.0,8397186.0,42.0,1391564.0,228.0,7005622.0,100 hp,278.6666666666667,8659720.666666666,54.0,1723318.6666666667,224.66666666666666,6936402.0,278.6666666666667,8579051.0,64.33333333333333,1998835.6666666667,214.33333333333334,6580215.333333333
134,100 hp,2014,3,278.0,8184772.0,66.0,1934454.0,212.0,6250318.0,100 hp,269.3333333333333,8197054.0,49.333333333333336,1477838.6666666667,220.0,6719215.333333333,272.6666666666667,8343251.666666667,61.0,1895058.6666666667,211.66666666666666,6448193.0
135,100 hp,2014,4,224.0,6720750.0,62.0,1865100.0,162.0,4855650.0,100 hp,257.3333333333333,7767569.333333333,56.666666666666664,1730372.6666666667,200.66666666666666,6037196.666666667,266.6666666666667,8134545.333333333,60.0,1861950.0,206.66666666666666,6272595.333333333
136,100 hp,2014,5,234.0,7116218.0,54.0,1728575.4,180.0,5387642.6,100 hp,245.33333333333334,7340580.0,60.666666666666664,1842709.8,184.66666666666666,5497870.2,262.0,8000150.333333333,57.333333333333336,1783014.2333333334,204.66666666666666,6217136.100000001
137,100 hp,2014,6,318.0,9727880.0,106.0,3373669.68,212.0,6354210.32,100 hp,258.6666666666667,7854949.333333333,74.0,2322448.36,184.66666666666666,5532500.973333334,264.0,8026001.666666667,61.666666666666664,1900143.5133333334,202.33333333333334,6125858.153333333
138,100 hp,2014,7,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,184.0,5614699.333333333,53.333333333333336,1700748.36,130.66666666666666,3913950.973333334,220.66666666666666,6691134.333333333,55.0,1715560.5133333334,165.66666666666666,4975573.82
139,100 hp,2014,8,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,106.0,3242626.6666666665,35.333333333333336,1124556.56,70.66666666666667,2118070.1066666674,175.66666666666666,5291603.333333333,48.0,1483633.18,127.66666666666667,3807970.153333334
140,100 hp,2014,9,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,0.0,0.0,0.0,0.0,0.0,6.20881716410319e-10,129.33333333333334,3927474.6666666665,37.0,1161224.18,92.33333333333333,2766250.486666667
141,100 hp,2014,10,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,0.0,0.0,0.0,0.0,0.0,6.20881716410319e-10,92.0,2807349.6666666665,26.666666666666668,850374.18,65.33333333333333,1956975.486666667
142,100 hp,2014,11,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,0.0,0.0,0.0,0.0,0.0,6.20881716410319e-10,53.0,1621313.3333333333,17.666666666666668,562278.28,35.333333333333336,1059035.0533333337
143,100 hp,2014,12,0.0,0.0,0.0,0.0,0.0,0.0,100 hp,0.0,0.0,0.0,0.0,0.0,6.20881716410319e-10,0.0,0.0,0.0,0.0,0.0,3.104408582051595e-10
144,125 hp,2009,1,52.0,1908424.0,8.0,333934.0,44.0,1574490.0,125 hp,52.0,1908424.0,8.0,333934.0,44.0,1574490.0,52.0,1908424.0,8.0,333934.0,44.0,1574490.0
145,125 hp,2009,2,42.0,1488740.0,16.0,575844.0,26.0,912896.0,125 hp,47.0,1698582.0,12.0,454889.0,35.0,1243693.0,47.0,1698582.0,12.0,454889.0,35.0,1243693.0
146,125 hp,2009,3,62.0,2137018.0,20.0,757516.0,42.0,1379502.0,125 hp,52.0,1844727.3333333333,14.666666666666666,555764.6666666666,37.333333333333336,1288962.6666666667,52.0,1844727.3333333333,14.666666666666666,555764.6666666666,37.333333333333336,1288962.6666666667
147,125 hp,2009,4,42.0,1524134.0,12.0,437042.0,30.0,1087092.0,125 hp,48.666666666666664,1716630.6666666667,16.0,590134.0,32.666666666666664,1126496.6666666667,49.5,1764579.0,14.0,526084.0,35.5,1238495.0
148,125 hp,2009,5,40.0,1527488.0,16.0,647046.0,24.0,880442.0,125 hp,48.0,1729546.6666666667,16.0,613868.0,32.0,1115678.6666666667,47.6,1717160.8,14.4,550276.4,33.2,1166884.4
149,125 hp,2009,6,38.0,1413000.0,8.0,349962.0,30.0,1063038.0,125 hp,40.0,1488207.3333333333,12.0,478016.6666666667,28.0,1010190.6666666666,46.0,1666467.3333333333,13.333333333333334,516890.6666666667,32.666666666666664,1149576.6666666667
150,125 hp,2009,7,54.0,2001506.0,20.0,804304.0,34.0,1197202.0,125 hp,44.0,1647331.3333333333,14.666666666666666,600437.3333333334,29.333333333333332,1046894.0,46.333333333333336,1681981.0,15.333333333333334,595285.6666666666,31.0,1086695.3333333333
151,125 hp,2009,8,26.0,980302.0,4.0,122560.0,22.0,857742.0,125 hp,39.333333333333336,1464936.0,10.666666666666666,425608.6666666667,28.666666666666668,1039327.3333333334,43.666666666666664,1597241.3333333333,13.333333333333334,519738.3333333333,30.333333333333332,1077503.0
152,125 hp,2009,9,66.0,2343246.0,16.0,639524.0,50.0,1703722.0,125 hp,48.666666666666664,1775018.0,13.333333333333334,522129.3333333333,35.333333333333336,1252888.6666666667,44.333333333333336,1631612.6666666667,12.666666666666666,500073.0,31.666666666666668,1131539.6666666667
153,125 hp,2009,10,46.0,1645066.0,10.0,418736.0,36.0,1226330.0,125 hp,46.0,1656204.6666666667,10.0,393606.6666666667,36.0,1262598.0,45.0,1651768.0,12.333333333333334,497022.0,32.666666666666664,1154746.0
154,125 hp,2009,11,44.0,1536118.0,14.0,497588.0,30.0,1038530.0,125 hp,52.0,1841476.6666666667,13.333333333333334,518616.0,38.666666666666664,1322860.6666666667,45.666666666666664,1653206.3333333333,12.0,472112.3333333333,33.666666666666664,1181094.0
155,125 hp,2009,12,62.0,2275654.0,18.0,724224.0,44.0,1551430.0,125 hp,50.666666666666664,1818946.0,14.0,546849.3333333334,36.666666666666664,1272096.6666666667,49.666666666666664,1796982.0,13.666666666666666,534489.3333333334,36.0,1262492.6666666667
156,125 hp,2010,1,30.0,953108.0,14.0,376106.0,16.0,577002.0,125 hp,45.333333333333336,1588293.3333333333,15.333333333333334,532639.3333333334,30.0,1055654.0,45.666666666666664,1622249.0,12.666666666666666,463123.0,33.0,1159126.0
157,125 hp,2010,2,46.0,1586854.0,10.0,370642.0,36.0,1216212.0,125 hp,46.0,1605205.3333333333,14.0,490324.0,32.0,1114881.3333333333,49.0,1723341.0,13.666666666666666,504470.0,35.333333333333336,1218871.0
158,125 hp,2010,3,46.0,1617728.0,6.0,221522.0,40.0,1396206.0,125 hp,40.666666666666664,1385896.6666666667,10.0,322756.6666666667,30.666666666666668,1063140.0,45.666666666666664,1602421.3333333333,12.0,434803.0,33.666666666666664,1167618.3333333333
159,125 hp,2010,4,46.0,1881158.0,14.0,553998.0,32.0,1327160.0,125 hp,46.0,1695246.6666666667,10.0,382054.0,36.0,1313192.6666666667,45.666666666666664,1641770.0,12.666666666666666,457346.6666666667,33.0,1184423.3333333333
160,125 hp,2010,5,44.0,1565212.0,8.0,306936.0,36.0,1258276.0,125 hp,45.333333333333336,1688032.6666666667,9.333333333333334,360818.6666666667,36.0,1327214.0,45.666666666666664,1646619.0,11.666666666666666,425571.3333333333,34.0,1221047.6666666667
161,125 hp,2010,6,48.0,1800338.0,4.0,175244.0,44.0,1625094.0,125 hp,46.0,1748902.6666666667,8.666666666666666,345392.6666666667,37.333333333333336,1403510.0,43.333333333333336,1567399.6666666667,9.333333333333334,334074.6666666667,34.0,1233325.0
162,125 hp,2010,7,80.0,2931772.0,12.0,483274.0,68.0,2448498.0,125 hp,57.333333333333336,2099107.3333333335,8.0,321818.0,49.333333333333336,1777289.3333333333,51.666666666666664,1897177.0,9.0,351936.0,42.666666666666664,1545241.0
163,125 hp,2010,8,40.0,1426686.0,4.0,165042.0,36.0,1261644.0,125 hp,56.0,2052932.0,6.666666666666667,274520.0,49.333333333333336,1778412.0,50.666666666666664,1870482.3333333333,8.0,317669.3333333333,42.666666666666664,1552813.0
164,125 hp,2010,9,52.0,2049712.0,4.0,160490.0,48.0,1889222.0,125 hp,57.333333333333336,2136056.6666666665,6.666666666666667,269602.0,50.666666666666664,1866454.6666666667,51.666666666666664,1942479.6666666667,7.666666666666667,307497.3333333333,44.0,1634982.3333333333
165,125 hp,2010,10,70.0,2628126.0,22.0,814466.0,48.0,1813660.0,125 hp,54.0,2034841.3333333333,10.0,379999.3333333333,44.0,1654842.0,55.666666666666664,2066974.3333333333,9.0,350908.6666666667,46.666666666666664,1716065.6666666667
166,125 hp,2010,11,58.0,2334336.0,26.0,1138242.0,32.0,1196094.0,125 hp,60.0,2337391.3333333335,17.333333333333332,704399.3333333334,42.666666666666664,1632992.0,58.0,2195161.6666666665,12.0,489459.6666666667,46.0,1705702.0
167,125 hp,2010,12,70.0,2764620.0,30.0,1320712.0,40.0,1443908.0,125 hp,66.0,2575694.0,26.0,1091140.0,40.0,1484554.0,61.666666666666664,2355875.3333333335,16.333333333333332,680371.0,45.333333333333336,1675504.3333333333
168,125 hp,2011,1,60.0,2294280.0,6.0,224340.0,54.0,2069940.0,125 hp,62.666666666666664,2464412.0,20.666666666666668,894431.3333333334,42.0,1569980.6666666667,58.333333333333336,2249626.6666666665,15.333333333333334,637215.3333333334,43.0,1612411.3333333333
169,125 hp,2011,2,70.0,2776218.0,16.0,700812.0,54.0,2075406.0,125 hp,66.66666666666667,2611706.0,17.333333333333332,748621.3333333334,49.333333333333336,1863084.6666666667,63.333333333333336,2474548.6666666665,17.333333333333332,726510.3333333334,46.0,1748038.3333333333
170,125 hp,2011,3,74.0,2570600.0,8.0,306236.0,66.0,2264364.0,125 hp,68.0,2547032.6666666665,10.0,410462.6666666667,58.0,2136570.0,67.0,2561363.3333333335,18.0,750801.3333333334,49.0,1810562.0
171,125 hp,2011,4,60.0,2073816.0,22.0,726590.0,38.0,1347226.0,125 hp,68.0,2473544.6666666665,15.333333333333334,577879.3333333334,52.666666666666664,1895665.3333333333,65.33333333333333,2468978.3333333335,18.0,736155.3333333334,47.333333333333336,1732823.0
172,125 hp,2011,5,60.0,2450776.0,8.0,318854.0,52.0,2131922.0,125 hp,64.66666666666667,2365064.0,12.666666666666666,450560.0,52.0,1914504.0,65.66666666666667,2488385.0,15.0,599590.6666666666,50.666666666666664,1888794.3333333333
173,125 hp,2011,6,48.0,1886002.0,16.0,600818.0,32.0,1285184.0,125 hp,56.0,2136864.6666666665,15.333333333333334,548754.0,40.666666666666664,1588110.6666666667,62.0,2341948.6666666665,12.666666666666666,479608.3333333333,49.333333333333336,1862340.3333333333
174,125 hp,2011,7,46.0,1740102.0,10.0,339760.0,36.0,1400342.0,125 hp,51.333333333333336,2025626.6666666667,11.333333333333334,419810.6666666667,40.0,1605816.0,59.666666666666664,2249585.6666666665,13.333333333333334,498845.0,46.333333333333336,1750740.6666666667
175,125 hp,2011,8,72.0,2914276.0,18.0,788522.0,54.0,2125754.0,125 hp,55.333333333333336,2180126.6666666665,14.666666666666666,576366.6666666666,40.666666666666664,1603760.0,60.0,2272595.3333333335,13.666666666666666,513463.3333333333,46.333333333333336,1759132.0
176,125 hp,2011,9,80.0,3115272.0,22.0,1007388.0,58.0,2107884.0,125 hp,66.0,2589883.3333333335,16.666666666666668,711890.0,49.333333333333336,1877993.3333333333,61.0,2363374.0,16.0,630322.0,45.0,1733052.0
177,125 hp,2011,10,68.0,2773752.0,20.0,816950.0,48.0,1956802.0,125 hp,73.33333333333333,2934433.3333333335,20.0,870953.3333333334,53.333333333333336,2063480.0,62.333333333333336,2480030.0,15.666666666666666,645382.0,46.666666666666664,1834648.0
178,125 hp,2011,11,96.0,3812242.0,32.0,1285916.0,64.0,2526326.0,125 hp,81.33333333333333,3233755.3333333335,24.666666666666668,1036751.3333333334,56.666666666666664,2197004.0,68.33333333333333,2706941.0,19.666666666666668,806559.0,48.666666666666664,1900382.0
179,125 hp,2011,12,98.0,4042446.0,30.0,1299736.0,68.0,2742710.0,125 hp,87.33333333333333,3542813.3333333335,27.333333333333332,1134200.6666666667,60.0,2408612.6666666665,76.66666666666667,3066348.3333333335,22.0,923045.3333333334,54.666666666666664,2143303.0
180,125 hp,2012,1,52.0,2007042.0,12.0,520630.0,40.0,1486412.0,125 hp,82.0,3287243.3333333335,24.666666666666668,1035427.3333333334,57.333333333333336,2251816.0,77.66666666666667,3110838.3333333335,22.333333333333332,953190.3333333334,55.333333333333336,2157648.0
181,125 hp,2012,2,42.0,1699216.0,10.0,463924.0,32.0,1235292.0,125 hp,64.0,2582901.3333333335,17.333333333333332,761430.0,46.666666666666664,1821471.3333333333,72.66666666666667,2908328.3333333335,21.0,899090.6666666666,51.666666666666664,2009237.6666666667
182,125 hp,2012,3,82.0,3096390.0,30.0,1008344.0,52.0,2088046.0,125 hp,58.666666666666664,2267549.3333333335,17.333333333333332,664299.3333333334,41.333333333333336,1603250.0,73.0,2905181.3333333335,22.333333333333332,899250.0,50.666666666666664,2005931.3333333333
183,125 hp,2012,4,72.0,2867524.0,18.0,719608.0,54.0,2147916.0,125 hp,65.33333333333333,2554376.6666666665,19.333333333333332,730625.3333333334,46.0,1823751.3333333333,73.66666666666667,2920810.0,22.0,883026.3333333334,51.666666666666664,2037783.6666666667
184,125 hp,2012,5,80.0,3282528.0,12.0,564140.0,68.0,2718388.0,125 hp,78.0,3082147.3333333335,20.0,764030.6666666666,58.0,2318116.6666666665,71.0,2832524.3333333335,18.666666666666668,762730.3333333334,52.333333333333336,2069794.0
185,125 hp,2012,6,74.0,2962526.0,20.0,922452.0,54.0,2040074.0,125 hp,75.33333333333333,3037526.0,16.666666666666668,735400.0,58.666666666666664,2302126.0,67.0,2652537.6666666665,17.0,699849.6666666666,50.0,1952688.0
186,125 hp,2012,7,64.0,2493398.0,14.0,535988.0,50.0,1957410.0,125 hp,72.66666666666667,2912817.3333333335,15.333333333333334,674193.3333333334,57.333333333333336,2238624.0,69.0,2733597.0,17.333333333333332,702409.3333333334,51.666666666666664,2031187.6666666667
187,125 hp,2012,8,68.0,2826834.0,12.0,574546.0,56.0,2252288.0,125 hp,68.66666666666667,2760919.3333333335,15.333333333333334,677662.0,53.333333333333336,2083257.3333333333,73.33333333333333,2921533.3333333335,17.666666666666668,720846.3333333334,55.666666666666664,2200687.0
