RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
719,30 hp,2014,11,,,,,,,0,0,0,0,0,0,977870.333333333,153377.703333333,824492.63,82.3333333333333,12,70.3333333333333
720,30 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
721,300 hp,2009,1,24,1684020,4,287690,20,1396330,1684020,287690,1396330,24,4,20,280670,47948.3333333333,232721.666666667,4,0.666666666666667,3.33333333333333
722,300 hp,2009,2,20,1468146,4,234968,16,1233178,1612062,270116,1341946,22.6666666666667,4,18.6666666666667,525361,87109.6666666667,438251.333333333,7.33333333333333,1.33333333333333,6
723,300 hp,2009,3,22,2827562,8,607994,14,2219568,1993242.66666667,376884,1616358.66666667,22,5.33333333333333,16.6666666666667,996621.333333333,188442,808179.333333333,11,2.66666666666667,8.33333333333333
724,300 hp,2009,4,32,2747906,18,1353762,14,1394144,2347871.33333333,732241.333333333,1615630,24.6666666666667,10,14.6666666666667,1454605.66666667,414069,1040536.66666667,16.3333333333333,5.66666666666667,10.6666666666667
725,300 hp,2009,5,28,1972052,12,964416,16,1007636,2515840,975390.666666667,1540449.33333333,27.3333333333333,12.6666666666667,14.6666666666667,1783281,574805,1208476,21,7.66666666666667,13.3333333333333
726,300 hp,2009,6,28,2907154,0,0,28,2907154,2542370.66666667,772726,1769644.66666667,29.3333333333333,10,19.3333333333333,2267806.66666667,574805,1693001.66666667,25.6666666666667,7.66666666666667,18
727,300 hp,2009,7,14,1084276,14,1112582,0,-28306,1987827.33333333,692332.666666667,1295494.66666667,23.3333333333333,8.66666666666667,14.6666666666667,2167849.33333333,712287,1455562.33333333,24,9.33333333333333,14.6666666666667
728,300 hp,2009,8,16,998272,4,358672,12,639600,1663234,490418,1172816,19.3333333333333,6,13.3333333333333,2089537,732904.333333333,1356632.66666667,23.3333333333333,9.33333333333333,14
729,300 hp,2009,9,14,969600,2,216600,12,753000,1017382.66666667,562618,454764.666666667,14.6666666666667,6.66666666666667,8,1779876.66666667,667672,1112204.66666667,22,8.33333333333333,13.6666666666667
730,300 hp,2009,10,12,928516,10,734544,2,193972,965462.666666667,436605.333333333,528857.333333333,14,5.33333333333333,8.66666666666667,1476645,564469,912176,18.6666666666667,7,11.6666666666667
731,300 hp,2009,11,12,928514,4,349596,8,578918,942210,433580,508630,12.6666666666667,5.33333333333333,7.33333333333333,1302722,461999,840723,16,5.66666666666667,10.3333333333333
732,300 hp,2009,12,32,2350176,4,299936,28,2050240,1402402,461358.666666667,941043.333333333,18.6666666666667,6,12.6666666666667,1209892.33333333,511988.333333333,697904,16.6666666666667,6.33333333333333,10.3333333333333
733,300 hp,2010,1,8,486276,0,0,8,486276,1254988.66666667,216510.666666667,1038478,17.3333333333333,2.66666666666667,14.6666666666667,1110225.66666667,326558,783667.666666667,15.6666666666667,4,11.6666666666667
734,300 hp,2010,2,10,665206,0,0,10,665206,1167219.33333333,99978.6666666667,1067240.66666667,16.6666666666667,1.33333333333333,15.3333333333333,1054714.66666667,266779.333333333,787935.333333333,14.6666666666667,3.33333333333333,11.3333333333333
735,300 hp,2010,3,10,665206,2,148108,8,517098,605562.666666667,49369.3333333333,556193.333333333,9.33333333333333,0.666666666666667,8.66666666666667,1003982.33333333,255364,748618.333333333,14,3.33333333333333,10.6666666666667
736,300 hp,2010,4,18,1410856,6,520148,12,890708,913756,222752,691004,12.6666666666667,2.66666666666667,10,1084372.33333333,219631.333333333,864741,15,2.66666666666667,12.3333333333333
737,300 hp,2010,5,18,1410856,4,310178,14,1100678,1162306,326144.666666667,836161.333333333,15.3333333333333,4,11.3333333333333,1164762.66666667,213061.666666667,951701,16,2.66666666666667,13.3333333333333
738,300 hp,2010,6,18,1410856,6,391974,12,1018882,1410856,407433.333333333,1003422.66666667,18,5.33333333333333,12.6666666666667,1008209.33333333,228401.333333333,779808,13.6666666666667,3,10.6666666666667
739,300 hp,2010,7,30,2094914,16,1002160,14,1092754,1638875.33333333,568104,1070771.33333333,22,8.66666666666667,13.3333333333333,1276315.66666667,395428,880887.666666667,17.3333333333333,5.66666666666667,11.6666666666667
740,300 hp,2010,8,12,866166,4,352428,8,513738,1457312,582187.333333333,875124.666666667,20,8.66666666666667,11.3333333333333,1309809,454166,855643,17.6666666666667,6.33333333333333,11.3333333333333
741,300 hp,2010,9,8,586882,4,339572,4,247310,1182654,564720,617934,16.6666666666667,8,8.66666666666667,1296755,486076.666666667,810678.333333333,17.3333333333333,6.66666666666667,10.6666666666667
742,300 hp,2010,10,30,2283692,2,204732,28,2078960,1245580,298910.666666667,946669.333333333,16.6666666666667,3.33333333333333,13.3333333333333,1442227.66666667,433507.333333333,1008720.33333333,19.3333333333333,6,13.3333333333333
743,300 hp,2010,11,28,2396258,12,976080,16,1420178,1755610.66666667,506794.666666667,1248816,22,6,16,1606461.33333333,544491,1061970.33333333,21,7.33333333333333,13.6666666666667
744,300 hp,2010,12,38,2800024,14,863602,24,1936422,2493324.66666667,681471.333333333,1811853.33333333,32,9.33333333333333,22.6666666666667,1837989.33333333,623095.666666667,1214893.66666667,24.3333333333333,8.66666666666667,15.6666666666667
745,300 hp,2011,1,22,1946092,2,168904,20,1777188,2380791.33333333,669528.666666667,1711262.66666667,29.3333333333333,9.33333333333333,20,1813185.66666667,484219.666666667,1328966,23,6.33333333333333,16.6666666666667
746,300 hp,2011,2,30,2029506,0,0,30,2029506,2258540.66666667,344168.666666667,1914372,30,5.33333333333333,24.6666666666667,2007075.66666667,425481.666666667,1581594,26,5.66666666666667,20.3333333333333
747,300 hp,2011,3,30,2029506,6,495280,24,1534226,2001701.33333333,221394.666666667,1780306.66666667,27.3333333333333,2.66666666666667,24.6666666666667,2247513,451433,1796080,29.6666666666667,6,23.6666666666667
748,300 hp,2011,4,28,2048618,12,930990,16,1117628,2035876.66666667,475423.333333333,1560453.33333333,29.3333333333333,6,23.3333333333333,2208334,572476,1635858,29.3333333333333,7.66666666666667,21.6666666666667
749,300 hp,2011,5,46,3596236,16,1321012,30,2275224,2558120,915760.666666667,1642359.33333333,34.6666666666667,11.3333333333333,23.3333333333333,2408330.33333333,629964.666666667,1778365.66666667,32.3333333333333,8.33333333333333,24
750,300 hp,2011,6,46,3528992,18,1414578,28,2114414,3057948.66666667,1222193.33333333,1835755.33333333,40,15.3333333333333,24.6666666666667,2529825,721794,1808031,33.6666666666667,9,24.6666666666667
751,300 hp,2011,7,54,3740054,14,999122,40,2740932,3621760.66666667,1244904,2376856.66666667,48.6666666666667,16,32.6666666666667,2828818.66666667,860163.666666667,1968655,39,11,28
752,300 hp,2011,8,58,3550018,10,850216,48,2699802,3606354.66666667,1087972,2518382.66666667,52.6666666666667,14,38.6666666666667,3082237.33333333,1001866.33333333,2080371,43.6666666666667,12.6666666666667,31
753,300 hp,2011,9,30,2606666,16,1452798,14,1153868,3298912.66666667,1100712,2198200.66666667,47.3333333333333,13.3333333333333,34,3178430.66666667,1161452.66666667,2016978,43.6666666666667,14.3333333333333,29.3333333333333
754,300 hp,2011,10,58,4055426,30,1972086,28,2083340,3404036.66666667,1425033.33333333,1979003.33333333,48.6666666666667,18.6666666666667,30,3512898.66666667,1334968.66666667,2177930,48.6666666666667,17.3333333333333,31.3333333333333
755,300 hp,2011,11,16,1200572,4,345846,12,854726,2620888,1256910,1363978,34.6666666666667,16.6666666666667,18,3113621.33333333,1172441,1941180.33333333,43.6666666666667,15.3333333333333,28.3333333333333
756,300 hp,2011,12,34,3184410,8,659932,26,2524478,2813469.33333333,992621.333333333,1820848,36,14,22,3056191,1046666.66666667,2009524.33333333,41.6666666666667,13.6666666666667,28
757,300 hp,2012,1,16,1245630,2,204732,14,1040898,1876870.66666667,403503.333333333,1473367.33333333,22,4.66666666666667,17.3333333333333,2640453.66666667,914268.333333333,1726185.33333333,35.3333333333333,11.6666666666667,23.6666666666667
758,300 hp,2012,2,26,2847760,4,360124,22,2487636,2425933.33333333,408262.666666667,2017670.66666667,25.3333333333333,4.66666666666667,20.6666666666667,2523410.66666667,832586.333333333,1690824.33333333,30,10.6666666666667,19.3333333333333
759,300 hp,2012,3,28,3274370,4,325712,24,2948658,2455920,296856,2159064,23.3333333333333,3.33333333333333,20,2634694.66666667,644738.666666667,1989956,29.6666666666667,8.66666666666667,21
760,300 hp,2012,4,18,1438204,8,708932,10,729272,2520111.33333333,464922.666666667,2055188.66666667,24,5.33333333333333,18.6666666666667,2198491,434213,1764278,23,5,18
761,300 hp,2012,5,22,1951588,8,749764,14,1201824,2221387.33333333,594802.666666667,1626584.66666667,22.6666666666667,6.66666666666667,16,2323660.33333333,501532.666666667,1822127.66666667,24,5.66666666666667,18.3333333333333
762,300 hp,2012,6,30,2848794,2,204732,28,2644062,2079528.66666667,554476,1525052.66666667,23.3333333333333,6,17.3333333333333,2267724.33333333,425666,1842058.33333333,23.3333333333333,4.66666666666667,18.6666666666667
763,300 hp,2012,7,14,1398468,6,564378,8,834090,2066283.33333333,506291.333333333,1559992,22,5.33333333333333,16.6666666666667,2293197.33333333,485607,1807590.33333333,23,5.33333333333333,17.6666666666667
764,300 hp,2012,8,38,2794174,8,792350,30,2001824,2347145.33333333,520486.666666667,1826658.66666667,27.3333333333333,5.33333333333333,22,2284266.33333333,557644.666666667,1726621.66666667,25,6,19
765,300 hp,2012,9,42,3152258,14,1263808,28,1888450,2448300,873512,1574788,31.3333333333333,9.33333333333333,22,2263914.33333333,713994,1549920.33333333,27.3333333333333,7.66666666666667,19.6666666666667
766,300 hp,2012,10,56,4550366,26,2111654,30,2438712,3498932.66666667,1389270.66666667,2109662,45.3333333333333,16,29.3333333333333,2782608,947781,1834827,33.6666666666667,10.6666666666667,23
767,300 hp,2012,11,34,2681844,8,726002,26,1955842,3461489.33333333,1367154.66666667,2094334.66666667,44,16,28,2904317.33333333,943820.666666667,1960496.66666667,35.6666666666667,10.6666666666667,25
768,300 hp,2012,12,42,4032600,14,1602518,28,2430082,3754936.66666667,1480058,2274878.66666667,44,16,28,3101618.33333333,1176785,1924833.33333333,37.6666666666667,12.6666666666667,25
769,300 hp,2013,1,22,1777180,10,939492,12,837688,2830541.33333333,1089337.33333333,1741204,32.6666666666667,10.6666666666667,22,3164737,1239304,1925433,39,13.3333333333333,25.6666666666667
770,300 hp,2013,2,38,2891726,12,939902,26,1951824,2900502,1160637.33333333,1739864.66666667,34,12,22,3180995.66666667,1263896,1917099.66666667,39,14,25
771,300 hp,2013,3,22,1800886,4,291536,18,1509350,2156597.33333333,723643.333333333,1432954,27.3333333333333,8.66666666666667,18.6666666666667,2955767,1101850.66666667,1853916.33333333,35.6666666666667,12.3333333333333,23.3333333333333
772,300 hp,2013,4,30,2437936,10,968348,20,1469588,2376849.33333333,733262,1643587.33333333,30,8.66666666666667,21.3333333333333,2603695.33333333,911299.666666667,1692395.66666667,31.3333333333333,9.66666666666667,21.6666666666667
773,300 hp,2013,5,32,2534740,12,937350,20,1597390,2257854,732411.333333333,1525442.66666667,28,8.66666666666667,19.3333333333333,2579178,946524.333333333,1632653.66666667,31,10.3333333333333,20.6666666666667
774,300 hp,2013,6,48,3803834,14,1288916,34,2514918,2925503.33333333,1064871.33333333,1860632,36.6666666666667,12,24.6666666666667,2541050.33333333,894257.333333333,1646793,32,10.3333333333333,21.6666666666667
775,300 hp,2013,7,34,2761482,10,825006,24,1936476,3033352,1017090.66666667,2016261.33333333,38,12,26,2705100.66666667,875176.333333333,1829924.33333333,34,10.3333333333333,23.6666666666667
776,300 hp,2013,8,38,2996718,10,917472,28,2079246,3187344.66666667,1010464.66666667,2176880,40,11.3333333333333,28.6666666666667,2722599.33333333,871438,1851161.33333333,34,10,24
777,300 hp,2013,9,54,4945490,10,976024,44,3969466,3567896.66666667,906167.333333333,2661729.33333333,42,10,32,3246700,985519.333333333,2261180.66666667,39.3333333333333,11,28.3333333333333
778,300 hp,2013,10,42,3211806,10,768662,32,2443144,3718004.66666667,887386,2830618.66666667,44.6666666666667,10,34.6666666666667,3375678.33333333,952238.333333333,2423440,41.3333333333333,11,30.3333333333333
779,300 hp,2013,11,40,3331634,16,1508296,24,1823338,3829643.33333333,1084327.33333333,2745316,45.3333333333333,12,33.3333333333333,3508494,1047396,2461098,42.6666666666667,11.6666666666667,31
780,300 hp,2013,12,62,4903578,18,1693972,44,3209606,3815672.66666667,1323643.33333333,2492029.33333333,48,14.6666666666667,33.3333333333333,3691784.66666667,1114905.33333333,2576879.33333333,45,12.3333333333333,32.6666666666667
781,300 hp,2014,1,18,1348435,,,,,3194549,1067422.66666667,1677648,40,11.3333333333333,22.6666666666667,3456276.83333333,977404.333333333,2254133.33333333,42.3333333333333,10.6666666666667,28.6666666666667
782,300 hp,2014,2,9,674218,10,947566,4,200435,2308743.66666667,880512.666666667,1136680.33333333,29.6666666666667,9.33333333333333,16,3069193.5,982420,1940998.16666667,37.5,10.6666666666667,24.6666666666667
783,300 hp,2014,3,20,1955293,8,819802,16,1545392,1325982,589122.666666667,581942.333333333,15.6666666666667,6,6.66666666666667,2570827.33333333,956383,1536985.83333333,31.8333333333333,10.3333333333333,20
784,300 hp,2014,4,10,766866,8,726860,6,403436,1132125.66666667,831409.333333333,716421,13,8.66666666666667,8.66666666666667,2163337.33333333,949416,1197034.5,26.5,10,15.6666666666667
785,300 hp,2014,5,22,1857342,20,1957173,12,878755.5,1526500.33333333,1167945,942527.833333333,17.3333333333333,12,11.3333333333333,1917622,1024228.83333333,1039604.08333333,23.5,10.6666666666667,13.6666666666667
786,300 hp,2014,6,19,1740760,8,679558.524,15,1400980.738,1454989.33333333,1121197.17466667,894390.746,17,12,11,1390485.66666667,855159.920666667,738166.539666667,16.3333333333333,9,8.83333333333333
787,300 hp,2014,7,,,,,,,1199367.33333333,878910.508,759912.079333333,13.6666666666667,9.33333333333333,9,1165746.5,855159.920666667,738166.539666667,13.3333333333333,9,8.83333333333333
788,300 hp,2014,8,,,,,,,580253.333333333,226519.508,466993.579333333,6.33333333333333,2.66666666666667,5,1053376.83333333,697232.254,704760.706333333,11.8333333333333,7.33333333333333,8.16666666666667
789,300 hp,2014,9,,,,,,,0,0,0,0,0,0,727494.666666667,560598.587333333,447195.373,8.5,6,5.5
790,300 hp,2014,10,,,,,,,0,0,0,0,0,0,599683.666666667,439455.254,379956.039666667,6.83333333333333,4.66666666666667,4.5
791,300 hp,2014,11,,,,,,,0,0,0,0,0,0,290126.666666667,113259.754,233496.789666667,3.16666666666667,1.33333333333333,2.5
792,300 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
793,350 hp,2009,1,12,1074856,4,349738,8,725118,1074856,349738,725118,12,4,8,179142.666666667,58289.6666666667,120853,2,0.666666666666667,1.33333333333333
794,350 hp,2009,2,12,1084156,0,0,12,1084156,1077956,233158.666666667,844797.333333333,12,2.66666666666667,9.33333333333333,359835.333333333,58289.6666666667,301545.666666667,4,0.666666666666667,3.33333333333333
795,350 hp,2009,3,12,1084154,0,0,12,1084154,1081055.33333333,116579.333333333,964476,12,1.33333333333333,10.6666666666667,540527.666666667,58289.6666666667,482238,6,0.666666666666667,5.33333333333333
796,350 hp,2009,4,22,1808388,10,1001342,12,807046,1325566,333780.666666667,991785.333333333,15.3333333333333,3.33333333333333,12,841925.666666667,225180,616745.666666667,9.66666666666667,2.33333333333333,7.33333333333333
797,350 hp,2009,5,12,888336,6,522730,6,365606,1260292.66666667,508024,752268.666666667,15.3333333333333,5.33333333333333,10,989981.666666667,312301.666666667,677680,11.6666666666667,3.33333333333333,8.33333333333333
798,350 hp,2009,6,10,925128,0,0,10,925128,1207284,508024,699260,14.6666666666667,5.33333333333333,9.33333333333333,1144169.66666667,312301.666666667,831868,13.3333333333333,3.33333333333333,10
799,350 hp,2009,7,6,486920,4,442368,2,44552,766794.666666667,321699.333333333,445095.333333333,9.33333333333333,3.33333333333333,6,1046180.33333333,327740,718440.333333333,12.3333333333333,3.33333333333333,9
800,350 hp,2009,8,4,442180,0,0,4,442180,618076,147456,470620,6.66666666666667,1.33333333333333,5.33333333333333,939184.333333333,327740,611444.333333333,11,3.33333333333333,7.66666666666667
801,350 hp,2009,9,8,603162,0,0,8,603162,510754,147456,363298,6,1.33333333333333,4.66666666666667,859019,327740,531279,10.3333333333333,3.33333333333333,7
802,350 hp,2009,10,4,495842,0,0,4,495842,513728,0,513728,5.33333333333333,0,5.33333333333333,640261.333333333,160849.666666667,479411.666666667,7.33333333333333,1.66666666666667,5.66666666666667
803,350 hp,2009,11,6,513726,0,0,6,513726,537576.666666667,0,537576.666666667,6,0,6,577826.333333333,73728,504098.333333333,6.33333333333333,0.666666666666667,5.66666666666667
804,350 hp,2009,12,6,516408,2,148104,4,368304,508658.666666667,49368,459290.666666667,5.33333333333333,0.666666666666667,4.66666666666667,509706.333333333,98412,411294.333333333,5.66666666666667,1,4.66666666666667
805,350 hp,2010,1,6,508658,0,0,6,508658,512930.666666667,49368,463562.666666667,6,0.666666666666667,5.33333333333333,513329.333333333,24684,488645.333333333,5.66666666666667,0.333333333333333,5.33333333333333
806,350 hp,2010,2,6,512932,2,188218,4,324714,512666,112107.333333333,400558.666666667,6,1.33333333333333,4.66666666666667,525121.333333333,56053.6666666667,469067.666666667,6,0.666666666666667,5.33333333333333
807,350 hp,2010,3,16,3142206,0,0,16,3142206,1387932,62739.3333333333,1325192.66666667,9.33333333333333,0.666666666666667,8.66666666666667,948295.333333333,56053.6666666667,892241.666666667,7.33333333333333,0.666666666666667,6.66666666666667
808,350 hp,2010,4,0,0,0,0,0,0,1218379.33333333,62739.3333333333,1155640,7.33333333333333,0.666666666666667,6.66666666666667,865655,56053.6666666667,809601.333333333,6.66666666666667,0.666666666666667,6
809,350 hp,2010,5,2,902336,0,0,2,902336,1348180.66666667,0,1348180.66666667,6,0,6,930423.333333333,56053.6666666667,874369.666666667,6,0.666666666666667,5.33333333333333
810,350 hp,2010,6,0,0,0,0,0,0,300778.666666667,0,300778.666666667,0.666666666666667,0,0.666666666666667,844355.333333333,31369.6666666667,812985.666666667,5,0.333333333333333,4.66666666666667
811,350 hp,2010,7,16,1353504,0,0,16,1353504,751946.666666667,0,751946.666666667,6,0,6,985163,31369.6666666667,953793.333333333,6.66666666666667,0.333333333333333,6.33333333333333
812,350 hp,2010,8,10,746076,0,0,10,746076,699860,0,699860,8.66666666666667,0,8.66666666666667,1024020.33333333,0,1024020.33333333,7.33333333333333,0,7.33333333333333
813,350 hp,2010,9,10,746076,0,0,10,746076,948552,0,948552,12,0,12,624665.333333333,0,624665.333333333,6.33333333333333,0,6.33333333333333
814,350 hp,2010,10,6,520998,0,0,6,520998,671050,0,671050,8.66666666666667,0,8.66666666666667,711498.333333333,0,711498.333333333,7.33333333333333,0,7.33333333333333
815,350 hp,2010,11,6,520998,2,188800,4,332198,596024,62933.3333333333,533090.666666667,7.33333333333333,0.666666666666667,6.66666666666667,647942,31466.6666666667,616475.333333333,8,0.333333333333333,7.66666666666667
816,350 hp,2010,12,6,520998,4,422754,2,98244,520998,203851.333333333,317146.666666667,6,2,4,734775,101925.666666667,632849.333333333,9,1,8
817,350 hp,2011,1,4,322368,0,0,4,322368,454788,203851.333333333,250936.666666667,5.33333333333333,2,3.33333333333333,562919,101925.666666667,460993.333333333,7,1,6
818,350 hp,2011,2,4,322366,0,0,4,322366,388577.333333333,140918,247659.333333333,4.66666666666667,1.33333333333333,3.33333333333333,492300.666666667,101925.666666667,390375,6,1,5
819,350 hp,2011,3,16,1270758,0,0,16,1270758,638497.333333333,0,638497.333333333,8,0,8,579747.666666667,101925.666666667,477822,7,1,6
820,350 hp,2011,4,14,1231336,4,372464,10,858872,941486.666666667,124154.666666667,817332,11.3333333333333,1.33333333333333,10,698137.333333333,164003,534134.333333333,8.33333333333333,1.66666666666667,6.66666666666667
821,350 hp,2011,5,6,525978,2,213958,4,312020,1009357.33333333,195474,813883.333333333,12,2,10,698967.333333333,168196,530771.333333333,8.33333333333333,1.66666666666667,6.66666666666667
822,350 hp,2011,6,10,1058328,6,726180,4,332148,938547.333333333,437534,501013.333333333,10,4,6,788522.333333333,218767,569755.333333333,9,2,7
823,350 hp,2011,7,10,1058326,0,0,10,1058326,880877.333333333,313379.333333333,567498,8.66666666666667,2.66666666666667,6,911182,218767,692415,10,2,8
824,350 hp,2011,8,20,1860624,0,0,20,1860624,1325759.33333333,242060,1083699.33333333,13.3333333333333,2,11.3333333333333,1167558.33333333,218767,948791.333333333,12.6666666666667,2,10.6666666666667
825,350 hp,2011,9,20,1860624,0,0,20,1860624,1593191.33333333,0,1593191.33333333,16.6666666666667,0,16.6666666666667,1265869.33333333,218767,1047102.33333333,13.3333333333333,2,11.3333333333333
826,350 hp,2011,10,20,1860624,4,427652,16,1432972,1860624,142550.666666667,1718073.33333333,20,1.33333333333333,18.6666666666667,1370750.66666667,227965,1142785.66666667,14.3333333333333,2,12.3333333333333
827,350 hp,2011,11,20,1860624,4,413632,16,1446992,1860624,280428,1580196,20,2.66666666666667,17.3333333333333,1593191.66666667,261244,1331947.66666667,16.6666666666667,2.33333333333333,14.3333333333333
828,350 hp,2011,12,20,1860624,4,413632,16,1446992,1860624,418305.333333333,1442318.66666667,20,4,16,1726907.66666667,209152.666666667,1517755,18.3333333333333,2,16.3333333333333
829,350 hp,2012,1,12,1174048,0,0,12,1174048,1631765.33333333,275754.666666667,1356010.66666667,17.3333333333333,2.66666666666667,14.6666666666667,1746194.66666667,209152.666666667,1537042,18.6666666666667,2,16.6666666666667
830,350 hp,2012,2,12,1174048,0,0,12,1174048,1402906.66666667,137877.333333333,1265029.33333333,14.6666666666667,1.33333333333333,13.3333333333333,1631765.33333333,209152.666666667,1422612.66666667,17.3333333333333,2,15.3333333333333
831,350 hp,2012,3,12,1174048,0,0,12,1174048,1174048,0,1174048,12,0,12,1517336,209152.666666667,1308183.33333333,16,2,14
832,350 hp,2012,4,12,1174048,0,0,12,1174048,1174048,0,1174048,12,0,12,1402906.66666667,137877.333333333,1265029.33333333,14.6666666666667,1.33333333333333,13.3333333333333
833,350 hp,2012,5,18,1851466,4,432960,14,1418506,1399854,144320,1255534,14,1.33333333333333,12.6666666666667,1401380.33333333,141098.666666667,1260281.66666667,14.3333333333333,1.33333333333333,13
834,350 hp,2012,6,16,1458472,2,187178,14,1271294,1494662,206712.666666667,1287949.33333333,15.3333333333333,2,13.3333333333333,1334355,103356.333333333,1230998.66666667,13.6666666666667,1,12.6666666666667
835,350 hp,2012,7,16,1458472,0,0,16,1458472,1589470,206712.666666667,1382757.33333333,16.6666666666667,2,14.6666666666667,1381759,103356.333333333,1278402.66666667,14.3333333333333,1,13.3333333333333
836,350 hp,2012,8,16,1458472,2,195288,14,1263184,1458472,127488.666666667,1330983.33333333,16,1.33333333333333,14.6666666666667,1429163,135904.333333333,1293258.66666667,15,1.33333333333333,13.6666666666667
837,350 hp,2012,9,16,1458472,2,211972,14,1246500,1458472,135753.333333333,1322718.66666667,16,1.33333333333333,14.6666666666667,1476567,171233,1305334,15.6666666666667,1.66666666666667,14
838,350 hp,2012,10,16,1458472,2,195140,14,1263332,1458472,200800,1257672,16,2,14,1523971,203756.333333333,1320214.66666667,16.3333333333333,2,14.3333333333333
839,350 hp,2012,11,16,1458472,2,220282,14,1238190,1458472,209131.333333333,1249340.66666667,16,2,14,1458472,168310,1290162,16,1.66666666666667,14.3333333333333
840,350 hp,2012,12,16,1458472,6,644328,10,814144,1458472,353250,1105222,16,3.33333333333333,12.6666666666667,1458472,244501.666666667,1213970.33333333,16,2.33333333333333,13.6666666666667
841,350 hp,2013,1,10,1040208,2,302832,8,737376,1319050.66666667,389147.333333333,929903.333333333,14,3.33333333333333,10.6666666666667,1388761.33333333,294973.666666667,1093787.66666667,15,2.66666666666667,12.3333333333333
842,350 hp,2013,2,16,1352038,4,409996,12,942042,1283572.66666667,452385.333333333,831187.333333333,14,4,10,1371022.33333333,330758.333333333,1040264,15,3,12
843,350 hp,2013,3,14,1269170,0,0,14,1269170,1220472,237609.333333333,982862.666666667,13.3333333333333,2,11.3333333333333,1339472,295429.666666667,1044042.33333333,14.6666666666667,2.66666666666667,12
844,350 hp,2013,4,14,1288098,2,235036,12,1053062,1303102,215010.666666667,1088091.33333333,14.6666666666667,2,12.6666666666667,1311076.33333333,302079,1008997.33333333,14.3333333333333,2.66666666666667,11.6666666666667
845,350 hp,2013,5,12,1220110,0,0,12,1220110,1259126,78345.3333333333,1180780.66666667,13.3333333333333,0.666666666666667,12.6666666666667,1271349.33333333,265365.333333333,1005984,13.6666666666667,2.33333333333333,11.3333333333333
846,350 hp,2013,6,14,1460962,0,0,14,1460962,1323056.66666667,78345.3333333333,1244711.33333333,13.3333333333333,0.666666666666667,12.6666666666667,1271764.33333333,157977.333333333,1113787,13.3333333333333,1.33333333333333,12
847,350 hp,2013,7,14,1564850,0,0,14,1564850,1415307.33333333,0,1415307.33333333,13.3333333333333,0,13.3333333333333,1359204.66666667,107505.333333333,1251699.33333333,14,1,13
848,350 hp,2013,8,8,962170,0,0,8,962170,1329327.33333333,0,1329327.33333333,12,0,12,1294226.66666667,39172.6666666667,1255054,12.6666666666667,0.333333333333333,12.3333333333333
849,350 hp,2013,9,14,1403758,2,219304,12,1184454,1310259.33333333,73101.3333333333,1237158,12,0.666666666666667,11.3333333333333,1316658,75723.3333333333,1240934.66666667,12.6666666666667,0.666666666666667,12
850,350 hp,2013,10,10,1198252,0,0,10,1198252,1188060,73101.3333333333,1114958.66666667,10.6666666666667,0.666666666666667,10,1301683.66666667,36550.6666666667,1265133,12,0.333333333333333,11.6666666666667
851,350 hp,2013,11,14,1531742,0,0,14,1531742,1377917.33333333,73101.3333333333,1304816,12.6666666666667,0.666666666666667,12,1353622.33333333,36550.6666666667,1317071.66666667,12.3333333333333,0.333333333333333,12
852,350 hp,2013,12,6,610032,0,0,6,610032,1113342,0,1113342,10,0,10,1211800.66666667,36550.6666666667,1175250,11,0.333333333333333,10.6666666666667
853,350 hp,2014,1,6,699924.6667,2,271064,4,428860.6667,947232.8889,90354.6666666667,856878.222233333,8.66666666666667,0.666666666666667,8,1067646.44445,81728,985918.44445,9.66666666666667,0.666666666666667,9
854,350 hp,2014,2,12,1399849.3334,0,0,0,0,903268.6667,90354.6666666667,346297.555566667,8,0.666666666666667,3.33333333333333,1140593.00001667,81728,825556.777783333,10.3333333333333,0.666666666666667,7.66666666666667
855,350 hp,2014,3,14,1399850,0,0,0,0,1166541.33336667,90354.6666666667,142953.555566667,10.6666666666667,0.666666666666667,1.33333333333333,1139941.66668333,45177.3333333333,628147.777783333,10.3333333333333,0.333333333333333,5.66666666666667
856,350 hp,2014,4,,,0,0,,,933233.111133333,0,0,8.66666666666667,0,0,940233.000016667,45177.3333333333,428439.111116667,8.66666666666667,0.333333333333333,4
857,350 hp,2014,5,,,4,619507.2,,,466616.666666667,206502.4,0,4.66666666666667,1.33333333333333,0,684942.666683333,148428.533333333,173148.777783333,6.33333333333333,1,1.66666666666667
858,350 hp,2014,6,,,2,204015.78,,,0,274507.66,0,0,2,0,583270.666683333,182431.163333333,71476.7777833333,5.33333333333333,1.33333333333333,0.666666666666667
859,350 hp,2014,7,,,,,,,0,274507.66,0,0,2,0,466616.555566667,137253.83,0,4.33333333333333,1,0
860,350 hp,2014,8,,,,,,,0,68005.26,0,0,0.666666666666667,0,233308.333333333,137253.83,0,2.33333333333333,1,0
861,350 hp,2014,9,,,,,,,0,0,0,0,0,0,0,137253.83,0,0,1,0
