RecordID,HP Category,Year,Month,u.CAGI,d.CAGI,u.IR,d.IR,u.NonIR,d.NonIR,r3mo_d_CAGI,r3mo_d_IR,r3mo_d_NonIR,r3mo_u_CAGI,r3mo_u_IR,r3mo_u_NonIR,r6mo_d_CAGI,r6mo_d_IR,r6mo_d_NonIR,r6mo_u_CAGI,r6mo_u_IR,r6mo_u_NonIR
862,350 hp,2014,10,,,,,,,0,0,0,0,0,0,0,137253.83,0,0,1,0
863,350 hp,2014,11,,,,,,,0,0,0,0,0,0,0,34002.63,0,0,0.333333333333333,0
864,350 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
865,40 hp,2009,1,140,1809978,36,443118,104,1366860,1809978,443118,1366860,140,36,104,301663,73853,227810,23.3333333333333,6,17.3333333333333
866,40 hp,2009,2,136,1749486,36,423742,100,1325744,1789814,436659.333333333,1353154.66666667,138.666666666667,36,102.666666666667,593244,144476.666666667,448767.333333333,46,12,34
867,40 hp,2009,3,140,1959182,54,688652,86,1270530,1839548.66666667,518504,1321044.66666667,138.666666666667,42,96.6666666666667,919774.333333333,259252,660522.333333333,69.3333333333333,21,48.3333333333333
868,40 hp,2009,4,106,1333934,24,303300,82,1030634,1680867.33333333,471898,1208969.33333333,127.333333333333,38,89.3333333333333,1142096.66666667,309802,832294.666666667,87,25,62
869,40 hp,2009,5,92,1165082,22,263222,70,901860,1486066,418391.333333333,1067674.66666667,112.666666666667,33.3333333333333,79.3333333333333,1336277,353672.333333333,982604.666666667,102.333333333333,28.6666666666667,73.6666666666667
870,40 hp,2009,6,166,2134130,46,524732,120,1609398,1544382,363751.333333333,1180630.66666667,121.333333333333,30.6666666666667,90.6666666666667,1691965.33333333,441127.666666667,1250837.66666667,130,36.3333333333333,93.6666666666667
871,40 hp,2009,7,118,1574460,34,419624,84,1154836,1624557.33333333,402526,1222031.33333333,125.333333333333,34,91.3333333333333,1652712.33333333,437212,1215500.33333333,126.333333333333,36,90.3333333333333
872,40 hp,2009,8,118,1532764,28,358076,90,1174688,1747118,434144,1312974,134,36,98,1616592,426267.666666667,1190324.33333333,123.333333333333,34.6666666666667,88.6666666666667
873,40 hp,2009,9,128,1716266,28,304086,100,1412180,1607830,360595.333333333,1247234.66666667,121.333333333333,30,91.3333333333333,1576106,362173.333333333,1213932.66666667,121.333333333333,30.3333333333333,91
874,40 hp,2009,10,132,1711432,30,375028,102,1336404,1653487.33333333,345730,1307757.33333333,126,28.6666666666667,97.3333333333333,1639022.33333333,374128,1264894.33333333,125.666666666667,31.3333333333333,94.3333333333333
875,40 hp,2009,11,146,1900828,34,409730,112,1491098,1776175.33333333,362948,1413227.33333333,135.333333333333,30.6666666666667,104.666666666667,1761646.66666667,398546,1363100.66666667,134.666666666667,33.3333333333333,101.333333333333
876,40 hp,2009,12,180,2388430,46,531632,134,1856798,2000230,438796.666666667,1561433.33333333,152.666666666667,36.6666666666667,116,1804030,399696,1404334,137,33.3333333333333,103.666666666667
877,40 hp,2010,1,132,1714318,32,372770,100,1341548,2001192,438044,1563148,152.666666666667,37.3333333333333,115.333333333333,1827339.66666667,391887,1435452.66666667,139.333333333333,33,106.333333333333
878,40 hp,2010,2,154,1932432,46,554354,108,1378078,2011726.66666667,486252,1525474.66666667,155.333333333333,41.3333333333333,114,1893951,424600,1469351,145.333333333333,36,109.333333333333
879,40 hp,2010,3,190,2445340,66,782004,124,1663336,2030696.66666667,569709.333333333,1460987.33333333,158.666666666667,48,110.666666666667,2015463.33333333,504253,1511210.33333333,155.666666666667,42.3333333333333,113.333333333333
880,40 hp,2010,4,192,2481558,68,795492,124,1686066,2286443.33333333,710616.666666667,1575826.66666667,178.666666666667,60,118.666666666667,2143817.66666667,574330.333333333,1569487.33333333,165.666666666667,48.6666666666667,117
881,40 hp,2010,5,182,2477878,60,818418,122,1659460,2468258.66666667,798638,1669620.66666667,188,64.6666666666667,123.333333333333,2239992.66666667,642445,1597547.66666667,171.666666666667,53,118.666666666667
882,40 hp,2010,6,180,2480304,64,772450,116,1707854,2479913.33333333,795453.333333333,1684460,184.666666666667,64,120.666666666667,2255305,682581.333333333,1572723.66666667,171.666666666667,56,115.666666666667
883,40 hp,2010,7,178,2307242,58,718720,120,1588522,2421808,769862.666666667,1651945.33333333,180,60.6666666666667,119.333333333333,2354125.66666667,740239.666666667,1613886,179.333333333333,60.3333333333333,119
884,40 hp,2010,8,188,2603648,54,708694,134,1894954,2463731.33333333,733288,1730443.33333333,182,58.6666666666667,123.333333333333,2465995,765963,1700032,185,61.6666666666667,123.333333333333
885,40 hp,2010,9,170,2355612,42,566120,128,1789492,2422167.33333333,664511.333333333,1757656,178.666666666667,51.3333333333333,127.333333333333,2451040.33333333,729982.333333333,1721058,181.666666666667,57.6666666666667,124
886,40 hp,2010,10,160,2214870,34,413392,126,1801478,2391376.66666667,562735.333333333,1828641.33333333,172.666666666667,43.3333333333333,129.333333333333,2406592.33333333,666299,1740293.33333333,176.333333333333,52,124.333333333333
887,40 hp,2010,11,228,3083842,58,748464,170,2335378,2551441.33333333,575992,1975449.33333333,186,44.6666666666667,141.333333333333,2507586.33333333,654640,1852946.33333333,184,51.6666666666667,132.333333333333
888,40 hp,2010,12,206,2874842,66,898562,140,1976280,2724518,686806,2037712,198,52.6666666666667,145.333333333333,2573342.66666667,675658.666666667,1897684,188.333333333333,52,136.333333333333
889,40 hp,2011,1,186,2442490,38,477802,148,1964688,2800391.33333333,708276,2092115.33333333,206.666666666667,54,152.666666666667,2595884,635505.666666667,1960378.33333333,189.666666666667,48.6666666666667,141
890,40 hp,2011,2,160,2214074,58,767332,102,1446742,2510468.66666667,714565.333333333,1795903.33333333,184,54,130,2530955,645278.666666667,1885676.33333333,185,49.3333333333333,135.666666666667
891,40 hp,2011,3,210,2929940,68,960788,142,1969152,2528834.66666667,735307.333333333,1793527.33333333,185.333333333333,54.6666666666667,130.666666666667,2626676.33333333,711056.666666667,1915619.66666667,191.666666666667,53.6666666666667,138
892,40 hp,2011,4,158,2112098,38,491774,120,1620324,2418704,739964.666666667,1678739.33333333,176,54.6666666666667,121.333333333333,2609547.66666667,724120.333333333,1885427.33333333,191.333333333333,54.3333333333333,137
893,40 hp,2011,5,222,3032686,50,714700,172,2317986,2691574.66666667,722420.666666667,1969154,196.666666666667,52,144.666666666667,2601021.66666667,718493,1882528.66666667,190.333333333333,53,137.333333333333
894,40 hp,2011,6,232,3280832,56,786150,176,2494682,2808538.66666667,664208,2144330.66666667,204,48,156,2668686.66666667,699757.666666667,1968929,194.666666666667,51.3333333333333,143.333333333333
895,40 hp,2011,7,212,3175234,54,757598,158,2417636,3162917.33333333,752816,2410101.33333333,222,53.3333333333333,168.666666666667,2790810.66666667,746390.333333333,2044420.33333333,199,54,145
896,40 hp,2011,8,236,3366576,42,535396,194,2831180,3274214,693048,2581166,226.666666666667,50.6666666666667,176,2982894.33333333,707734.333333333,2275160,211.666666666667,51.3333333333333,160.333333333333
897,40 hp,2011,9,216,2947672,64,891698,152,2055974,3163160.66666667,728230.666666667,2434930,221.333333333333,53.3333333333333,168,2985849.66666667,696219.333333333,2289630.33333333,212.666666666667,50.6666666666667,162
898,40 hp,2011,10,248,3648716,76,1022824,172,2625892,3320988,816639.333333333,2504348.66666667,233.333333333333,60.6666666666667,172.666666666667,3241952.66666667,784727.666666667,2457225,227.666666666667,57,170.666666666667
899,40 hp,2011,11,226,3208338,48,678538,178,2529800,3268242,864353.333333333,2403888.66666667,230,62.6666666666667,167.333333333333,3271228,778700.666666667,2492527.33333333,228.333333333333,56.6666666666667,171.666666666667
900,40 hp,2011,12,254,3595800,60,820364,194,2775436,3484284.66666667,840575.333333333,2643709.33333333,242.666666666667,61.3333333333333,181.333333333333,3323722.66666667,784403,2539319.66666667,232,57.3333333333333,174.666666666667
901,40 hp,2012,1,252,3802266,40,588458,212,3213808,3535468,695786.666666667,2839681.33333333,244,49.3333333333333,194.666666666667,3428228,756213,2672015,238.666666666667,55,183.666666666667
902,40 hp,2012,2,234,3390712,30,398782,204,2991930,3596259.33333333,602534.666666667,2993724.66666667,246.666666666667,43.3333333333333,203.333333333333,3432250.66666667,733444,2698806.66666667,238.333333333333,53,185.333333333333
903,40 hp,2012,3,238,3289168,64,836416,174,2452752,3494048.66666667,607885.333333333,2886163.33333333,241.333333333333,44.6666666666667,196.666666666667,3489166.66666667,724230.333333333,2764936.33333333,242,53,189
904,40 hp,2012,4,216,2993454,50,674116,166,2319338,3224444.66666667,636438,2588006.66666667,229.333333333333,48,181.333333333333,3379956.33333333,666112.333333333,2713844,236.666666666667,48.6666666666667,188
905,40 hp,2012,5,214,3115912,52,706830,162,2409082,3132844.66666667,739120.666666667,2393724,222.666666666667,55.3333333333333,167.333333333333,3364552,670827.666666667,2693724.33333333,234.666666666667,49.3333333333333,185.333333333333
906,40 hp,2012,6,234,3225192,48,603486,186,2621706,3111519.33333333,661477.333333333,2450042,221.333333333333,50,171.333333333333,3302784,634681.333333333,2668102.66666667,231.333333333333,47.3333333333333,184
907,40 hp,2012,7,182,2725016,56,783030,126,1941986,3022040,697782,2324258,210,52,158,3123242.33333333,667110,2456132.33333333,219.666666666667,50,169.666666666667
908,40 hp,2012,8,292,4257640,66,906388,226,3351252,3402616,764301.333333333,2638314.66666667,236,56.6666666666667,179.333333333333,3267730.33333333,751711,2516019.33333333,229.333333333333,56,173.333333333333
909,40 hp,2012,9,230,3552658,54,796678,176,2755980,3511771.33333333,828698.666666667,2683072.66666667,234.666666666667,58.6666666666667,176,3311645.33333333,745088,2566557.33333333,228,54.3333333333333,173.666666666667
910,40 hp,2012,10,222,3292832,48,666790,174,2626042,3701043.33333333,789952,2911091.33333333,248,56,192,3361541.66666667,743867,2617674.66666667,229,54,175
911,40 hp,2012,11,210,3015286,50,715978,160,2299308,3286925.33333333,726482,2560443.33333333,220.666666666667,50.6666666666667,170,3344770.66666667,745391.666666667,2599379,228.333333333333,53.6666666666667,174.666666666667
912,40 hp,2012,12,246,3839174,74,1046678,172,2792496,3382430.66666667,809815.333333333,2572615.33333333,226,57.3333333333333,168.666666666667,3447101,819257,2627844,230.333333333333,58,172.333333333333
913,40 hp,2013,1,192,3058688,30,431040,162,2627648,3304382.66666667,731232,2573150.66666667,216,51.3333333333333,164.666666666667,3502713,760592,2742121,232,53.6666666666667,178.333333333333
914,40 hp,2013,2,202,3034472,66,982740,136,2051732,3310778,820152.666666667,2490625.33333333,213.333333333333,56.6666666666667,156.666666666667,3298851.66666667,773317.333333333,2525534.33333333,217,53.6666666666667,163.333333333333
915,40 hp,2013,3,224,3306558,46,613778,178,2692780,3133239.33333333,675852.666666667,2457386.66666667,206,47.3333333333333,158.666666666667,3257835,742834,2515001,216,52.3333333333333,163.666666666667
916,40 hp,2013,4,222,3341770,46,701688,176,2640082,3227600,766068.666666667,2461531.33333333,216,52.6666666666667,163.333333333333,3265991.33333333,748650.333333333,2517341,216,52,164
917,40 hp,2013,5,230,3358500,42,599264,188,2759236,3335609.33333333,638243.333333333,2697366,225.333333333333,44.6666666666667,180.666666666667,3323193.66666667,729198,2593995.66666667,219.333333333333,50.6666666666667,168.666666666667
918,40 hp,2013,6,200,2844776,52,737902,148,2106874,3181682,679618,2502064,217.333333333333,46.6666666666667,170.666666666667,3157460.66666667,677735.333333333,2479725.33333333,211.666666666667,47,164.666666666667
919,40 hp,2013,7,186,2649342,38,522856,148,2126486,2950872.66666667,620007.333333333,2330865.33333333,205.333333333333,44,161.333333333333,3089236.33333333,693038,2396198.33333333,210.666666666667,48.3333333333333,162.333333333333
920,40 hp,2013,8,266,4004148,52,727772,214,3276376,3166088.66666667,662843.333333333,2503245.33333333,217.333333333333,47.3333333333333,170,3250849,650543.333333333,2600305.66666667,221.333333333333,46,175.333333333333
921,40 hp,2013,9,238,3421700,50,617282,188,2804418,3358396.66666667,622636.666666667,2735760,230,46.6666666666667,183.333333333333,3270039.33333333,651127.333333333,2618912,223.666666666667,46.6666666666667,177
922,40 hp,2013,10,224,3364024,54,783376,170,2580648,3596624,709476.666666667,2887147.33333333,242.666666666667,52,190.666666666667,3273748.33333333,664742,2609006.33333333,224,48,176
923,40 hp,2013,11,200,3082064,40,549410,160,2532654,3289262.66666667,650022.666666667,2639240,220.666666666667,48,172.666666666667,3227675.66666667,656433,2571242.66666667,219,47.6666666666667,171.333333333333
924,40 hp,2013,12,310,4605226,76,1155866,234,3449360,3683771.33333333,829550.666666667,2854220.66666667,244.666666666667,56.6666666666667,188,3521084,726093.666666667,2794990.33333333,237.333333333333,51.6666666666667,185.666666666667
925,40 hp,2014,1,162,2395812,30,433004,132,1962808,3361034,712760,2648274,224,48.6666666666667,175.333333333333,3478829,711118.333333333,2767710.66666667,233.333333333333,50.3333333333333,183
926,40 hp,2014,2,284,4202494,100,1436290,184,2766204,3734510.66666667,1008386.66666667,2726124,252,68.6666666666667,183.333333333333,3511886.66666667,829204.666666667,2682682,236.333333333333,58.3333333333333,178
927,40 hp,2014,3,278,4084912,56,845186,222,3239726,3561072.66666667,904826.666666667,2656246,241.333333333333,62,179.333333333333,3622422,867188.666666667,2755233.33333333,243,59.3333333333333,183.666666666667
928,40 hp,2014,4,300,4565452,74,1088548,226,3476904,4284286,1123341.33333333,3160944.66666667,287.333333333333,76.6666666666667,210.666666666667,3822660,918050.666666667,2904609.33333333,255.666666666667,62.6666666666667,193
929,40 hp,2014,5,264,4015042,78,1098561.6,186,2916480.4,4221802,1010765.2,3211036.8,280.666666666667,69.3333333333333,211.333333333333,3978156.33333333,1009575.93333333,2968580.4,266.333333333333,69,197.333333333333
930,40 hp,2014,6,298,4390556,54,819884.52,244,3570671.48,4323683.33333333,1002331.37333333,3321351.96,287.333333333333,68.6666666666667,218.666666666667,3942378,953579.02,2988798.98,264.333333333333,65.3333333333333,199
931,40 hp,2014,7,,,,,,,2801866,639482.04,2162383.96,187.333333333333,44,143.333333333333,3543076,881411.686666667,2661664.31333333,237.333333333333,60.3333333333333,177
932,40 hp,2014,8,,,,,,,1463518.66666667,273294.84,1190223.82666667,99.3333333333333,18,81.3333333333333,2842660.33333333,642030.02,2200630.31333333,190,43.6666666666667,146.333333333333
933,40 hp,2014,9,,,,,,,0,0,0,0,0,0,2161841.66666667,501165.686666667,1660675.98,143.666666666667,34.3333333333333,109.333333333333
934,40 hp,2014,10,,,,,,,0,0,0,0,0,0,1400933,319741.02,1081191.98,93.6666666666667,22,71.6666666666667
935,40 hp,2014,11,,,,,,,0,0,0,0,0,0,731759.333333333,136647.42,595111.913333333,49.6666666666667,9,40.6666666666667
936,40 hp,2014,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
937,400 & larger,2009,1,20,2267380,6,596096,14,1671284,2267380,596096,1671284,20,6,14,377896.666666667,99349.3333333333,278547.333333333,3.33333333333333,1,2.33333333333333
938,400 & larger,2009,2,18,2257158,2,194200,16,2062958,2263972.66666667,462130.666666667,1801842,19.3333333333333,4.66666666666667,14.6666666666667,754089.666666667,131716,622373.666666667,6.33333333333333,1.33333333333333,5
939,400 & larger,2009,3,20,2422034,24,2805900,-4,-383866,2315524,1198732,1116792,19.3333333333333,10.6666666666667,8.66666666666667,1157762,599366,558396,9.66666666666667,5.33333333333333,4.33333333333333
940,400 & larger,2009,4,18,2267380,0,0,18,2267380,2315524,1000033.33333333,1315490.66666667,18.6666666666667,8.66666666666667,10,1535658.66666667,599366,936292.666666667,12.6666666666667,5.33333333333333,7.33333333333333
941,400 & larger,2009,5,26,3469528,4,432936,22,3036592,2719647.33333333,1079612,1640035.33333333,21.3333333333333,9.33333333333333,12,2113913.33333333,671522,1442391.33333333,17,6,11
942,400 & larger,2009,6,26,3445436,6,607290,20,2838146,3060781.33333333,346742,2714039.33333333,23.3333333333333,3.33333333333333,20,2688152.66666667,772737,1915415.66666667,21.3333333333333,7,14.3333333333333
943,400 & larger,2009,7,0,0,0,0,0,0,2304988,346742,1958246,17.3333333333333,3.33333333333333,14,2310256,673387.666666667,1636868.33333333,18,6,12
944,400 & larger,2009,8,8,825676,4,455202,4,370474,1423704,354164,1069540,11.3333333333333,3.33333333333333,8,2071675.66666667,716888,1354787.66666667,16.3333333333333,6.33333333333333,10
945,400 & larger,2009,9,12,1440382,12,1440414,0,-32,755352.666666667,631872,123480.666666667,6.66666666666667,5.33333333333333,1.33333333333333,1908067,489307,1418760,15,4.33333333333333,10.6666666666667
946,400 & larger,2009,10,6,751570,0,0,6,751570,1005876,631872,374004,8.66666666666667,5.33333333333333,3.33333333333333,1655432,489307,1166125,13,4.33333333333333,8.66666666666667
947,400 & larger,2009,11,8,933622,4,340370,4,593252,1041858,593594.666666667,448263.333333333,8.66666666666667,5.33333333333333,3.33333333333333,1232781,473879.333333333,758901.666666667,10,4.33333333333333,5.66666666666667
948,400 & larger,2009,12,10,1124720,6,687114,4,437606,936637.333333333,342494.666666667,594142.666666667,8,3.33333333333333,4.66666666666667,845995,487183.333333333,358811.666666667,7.33333333333333,4.33333333333333,3
949,400 & larger,2010,1,8,1297206,0,0,8,1297206,1118516,342494.666666667,776021.333333333,8.66666666666667,3.33333333333333,5.33333333333333,1062196,487183.333333333,575012.666666667,8.66666666666667,4.33333333333333,4.33333333333333
950,400 & larger,2010,2,8,1297206,4,354204,4,943002,1239710.66666667,347106,892604.666666667,8.66666666666667,3.33333333333333,5.33333333333333,1140784.33333333,470350.333333333,670434,8.66666666666667,4.33333333333333,4.33333333333333
951,400 & larger,2010,3,24,1297206,6,646580,18,650626,1297206,333594.666666667,963611.333333333,13.3333333333333,3.33333333333333,10,1116921.66666667,338044.666666667,778877,10.6666666666667,3.33333333333333,7.33333333333333
952,400 & larger,2010,4,8,1297206,0,0,8,1297206,1297206,333594.666666667,963611.333333333,13.3333333333333,3.33333333333333,10,1207861,338044.666666667,869816.333333333,11,3.33333333333333,7.66666666666667
